word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
claim,636c61696d030303,372636ee799d15fa,0110001101101100011000010110100101101101000000110000001100000011,0011011100100110001101101110111001111001100111010001010111111010
couch,636f756368030303,372522e47c9d15fa,0110001101101111011101010110001101101000000000110000001100000011,0011011100100101001000101110010001111100100111010001010111111010
out,6f75740505050505,3b3f2382119b13fc,0110111101110101011101000000010100000101000001010000010100000101,0011101100111111001000111000001000010001100110110001001111111100
coal,636f616c04040404,372536eb109a12fd,0110001101101111011000010110110000000100000001000000010000000100,0011011100100101001101101110101100010000100110100001001011111101
rolled,726f6c6c65640202,26253beb71fa14fb,0111001001101111011011000110110001100101011001000000001000000010,0010011000100101001110111110101101110001111110100001010011111011
crew,6372657704040404,373832f0109a12fd,0110001101110010011001010111011100000100000001000000010000000100,0011011100111000001100101111000000010000100110100001001011111101
effect,6566666563740202,312c31e277ea14fb,0110010101100110011001100110010101100011011101000000001000000010,0011000100101100001100011110001001110111111010100001010011111011
however,686f776576657201,3c2520e262fb64f8,0110100001101111011101110110010101110110011001010111001000000001,0011110000100101001000001110001001100010111110110110010011111000
a,6107070707070707,354d5080139911fe,0110000100000111000001110000011100000111000001110000011100000111,0011010101001101010100001000000000010011100110010001000111111110
love,6c6f766504040404,382521e2109a12fd,0110110001101111011101100110010100000100000001000000010000000100,0011100000100101001000011110001000010000100110100001001011111101
toward,746f776172640202,202520e666fa14fb,0111010001101111011101110110000101110010011001000000001000000010,0010000000100101001000001110011001100110111110100001010011111011
killed,6b696c6c65640202,3f233beb71fa14fb,0110101101101001011011000110110001100101011001000000001000000010,0011111100100011001110111110101101110001111110100001010011111011
blind,626c696e64030303,36263ee9709d15fa,0110001001101100011010010110111001100100000000110000001100000011,0011011000100110001111101110100101110000100111010001010111111010
would,776f756c64030303,232522eb709d15fa,0111011101101111011101010110110001100100000000110000001100000011,0010001100100101001000101110101101110000100111010001010111111010
became,626563616d650202,362f34e679fb14fb,0110001001100101011000110110000101101101011001010000001000000010,0011011000101111001101001110011001111001111110110001010011111011
canvas,63616e7661730202,372b39f175ed14fb,0110001101100001011011100111011001100001011100110000001000000010,0011011100101011001110011111000101110101111011010001010011111011
arrange,617272616e676501,353825e67af973f8,0110000101110010011100100110000101101110011001110110010100000001,0011010100111000001001011110011001111010111110010111001111111000
still,7374696c6c030303,273e3eeb789d15fa,0111001101110100011010010110110001101100000000110000001100000011,0010011100111110001111101110101101111000100111010001010111111010
steel,737465656c030303,273e32e2789d15fa,0111001101110100011001010110010101101100000000110000001100000011,0010011100111110001100101110001001111000100111010001010111111010
week,7765656b04040404,232f32ec109a12fd,0111011101100101011001010110101100000100000001000000010000000100,0010001100101111001100101110110000010000100110100001001011111101
while,7768696c65030303,23223eeb719d15fa,0111011101101000011010010110110001100101000000110000001100000011,0010001100100010001111101110101101110001100111010001010111111010
set,7365740505050505,272f2382119b13fc,0111001101100101011101000000010100000101000001010000010100000101,0010011100101111001000111000001000010001100110110001001111111100
each,6561636804040404,312b34ef109a12fd,0110010101100001011000110110100000000100000001000000010000000100,0011000100101011001101001110111100010000100110100001001011111101
never,6e65766572030303,3a2f21e2669d15fa,0110111001100101011101100110010101110010000000110000001100000011,0011101000101111001000011110001001100110100111010001010111111010
band,62616e6404040404,362b39e3109a12fd,0110001001100001011011100110010000000100000001000000010000000100,0011011000101011001110011110001100010000100110100001001011111101
soil,736f696c04040404,27253eeb109a12fd,0111001101101111011010010110110000000100000001000000010000000100,0010011100100101001111101110101100010000100110100001001011111101
jumped,6a756d7065640202,3e3f3af771fa14fb,0110101001110101011011010111000001100101011001000000001000000010,0011111000111111001110101111011101110001111110100001010011111011
defend,646566656e640202,302f31e27afa14fb,0110010001100101011001100110010101101110011001000000001000000010,0011000000101111001100011110001001111010111110100001010011111011
term,7465726d04040404,202f25ea109a12fd,0111010001100101011100100110110100000100000001000000010000000100,0010000000101111001001011110101000010000100110100001001011111101
bomb,626f6d6204040404,36253ae5109a12fd,0110001001101111011011010110001000000100000001000000010000000100,0011011000100101001110101110010100010000100110100001001011111101
hours,686f757273030303,3c2522f5679d15fa,0110100001101111011101010111001001110011000000110000001100000011,0011110000100101001000101111010101100111100111010001010111111010
