word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
claim,636c61696d030303,21adf83652766ef5,0110001101101100011000010110100101101101000000110000001100000011,0010000110101101111110000011011001010010011101100110111011110101
couch,636f756368030303,f1b9263616f3c2c2,0110001101101111011101010110001101101000000000110000001100000011,1111000110111001001001100011011000010110111100111100001011000010
out,6f75740505050505,f3af260762bb43b8,0110111101110101011101000000010100000101000001010000010100000101,1111001110101111001001100000011101100010101110110100001110111000
coal,636f616c04040404,428532d77b352bdf,0110001101101111011000010110110000000100000001000000010000000100,0100001010000101001100101101011101111011001101010010101111011111
rolled,726f6c6c65640202,7db5dfabfd1a724b,0111001001101111011011000110110001100101011001000000001000000010,0111110110110101110111111010101111111101000110100111001001001011
crew,6372657704040404,8bf42b4b25da157c,0110001101110010011001010111011100000100000001000000010000000100,1000101111110100001010110100101100100101110110100001010101111100
effect,6566666563740202,9c922e04b2790833,0110010101100110011001100110010101100011011101000000001000000010,1001110010010010001011100000010010110010011110010000100000110011
however,686f776576657201,a68083e49c3bd8dd,0110100001101111011101110110010101110110011001010111001000000001,1010011010000000100000111110010010011100001110111101100011011101
a,6107070707070707,c7edd6e336c72da5,0110000100000111000001110000011100000111000001110000011100000111,1100011111101101110101101110001100110110110001110010110110100101
love,6c6f766504040404,ef9553747d6290ac,0110110001101111011101100110010100000100000001000000010000000100,1110111110010101010100110111010001111101011000101001000010101100
toward,746f776172640202,86f588eeb426473f,0111010001101111011101110110000101110010011001000000001000000010,1000011011110101100010001110111010110100001001100100011100111111
killed,6b696c6c65640202,d941b7b5f86a23e4,0110101101101001011011000110110001100101011001000000001000000010,1101100101000001101101111011010111111000011010100010001111100100
blind,626c696e64030303,8a9bcdc2bc9ec6d9,0110001001101100011010010110111001100100000000110000001100000011,1000101010011011110011011100001010111100100111101100011011011001
would,776f756c64030303,86b2f09a3a2004a4,0111011101101111011101010110110001100100000000110000001100000011,1000011010110010111100001001101000111010001000000000010010100100
became,626563616d650202,dd4beb826c7e0a1a,0110001001100101011000110110000101101101011001010000001000000010,1101110101001011111010111000001001101100011111100000101000011010
canvas,63616e7661730202,0905056841b679bd,0110001101100001011011100111011001100001011100110000001000000010,0000100100000101000001010110100001000001101101100111100110111101
arrange,617272616e676501,f33bb36ac14fe6b3,0110000101110010011100100110000101101110011001110110010100000001,1111001100111011101100110110101011000001010011111110011010110011
still,7374696c6c030303,92e01d61128fb2d9,0111001101110100011010010110110001101100000000110000001100000011,1001001011100000000111010110000100010010100011111011001011011001
steel,737465656c030303,082cd770e19592b1,0111001101110100011001010110010101101100000000110000001100000011,0000100000101100110101110111000011100001100101011001001010110001
week,7765656b04040404,77f3f712b5439c3e,0111011101100101011001010110101100000100000001000000010000000100,0111011111110011111101110001001010110101010000111001110000111110
while,7768696c65030303,6bfe30c03b03361f,0111011101101000011010010110110001100101000000110000001100000011,0110101111111110001100001100000000111011000000110011011000011111
set,7365740505050505,76fc832f7aae8d24,0111001101100101011101000000010100000101000001010000010100000101,0111011011111100100000110010111101111010101011101000110100100100
each,6561636804040404,9a01a4d187da651f,0110010101100001011000110110100000000100000001000000010000000100,1001101000000001101001001101000110000111110110100110010100011111
never,6e65766572030303,e30c194a01459932,0110111001100101011101100110010101110010000000110000001100000011,1110001100001100000110010100101000000001010001011001100100110010
band,62616e6404040404,be6f8a05775cff90,0110001001100001011011100110010000000100000001000000010000000100,1011111001101111100010100000010101110111010111001111111110010000
soil,736f696c04040404,1491fdd96ddfd1f9,0111001101101111011010010110110000000100000001000000010000000100,0001010010010001111111011101100101101101110111111101000111111001
jumped,6a756d7065640202,cf7a1f321eb21e8a,0110101001110101011011010111000001100101011001000000001000000010,1100111101111010000111110011001000011110101100100001111010001010
defend,646566656e640202,988dd0d20da70adb,0110010001100101011001100110010101101110011001000000001000000010,1001100010001101110100001101001000001101101001110000101011011011
term,7465726d04040404,db9300e3259d0826,0111010001100101011100100110110100000100000001000000010000000100,1101101110010011000000001110001100100101100111010000100000100110
bomb,626f6d6204040404,3b376c22d587e93d,0110001001101111011011010110001000000100000001000000010000000100,0011101100110111011011000010001011010101100001111110100100111101
hours,686f757273030303,c7e17ae930f5f50b,0110100001101111011101010111001001110011000000110000001100000011,1100011111100001011110101110100100110000111101011111010100001011
beach,6265616368030303,ce9e84e6378fe5df,0110001001100101011000010110001101101000000000110000001100000011,1100111010011110100001001110011000110111100011111110010111011111
health,6865616c74680202,80e6ac323bae102b,0110100001100101011000010110110001110100011010000000001000000010,1000000011100110101011000011001000111011101011100001000000101011
isolate,69736f6c61746501,c2855c797701fc32,0110100101110011011011110110110001100001011101000110010100000001,1100001010000101010111000111100101110111000000011111110000110010
deliver,64656c6976657201,faa0faf8fee6ec49,0110010001100101011011000110100101110110011001010111001000000001,1111101010100000111110101111100011111110111001101110110001001001
speak,737065616b030303,09e4548c7c8472b7,0111001101110000011001010110000101101011000000110000001100000011,0000100111100100010101001000110001111100100001000111001010110111
head,6865616404040404,249fd05aa9840e98,0110100001100101011000010110010000000100000001000000010000000100,0010010010011111110100000101101010101001100001000000111010011000
pattern,7061747465726e01,3dc85a91b4ad502d,0111000001100001011101000111010001100101011100100110111000000001,0011110111001000010110101001000110110100101011010101000000101101
down,646f776e04040404,f809fbbc79825117,0110010001101111011101110110111000000100000001000000010000000100,1111100000001001111110111011110001111001100000100101000100010111
or,6f72060606060606,0e6e6b522b0116fc,0110111101110010000001100000011000000110000001100000011000000110,0000111001101110011010110101001000101011000000010001011011111100
four,666f757204040404,2e73b69aaba0cc63,0110011001101111011101010111001000000100000001000000010000000100,0010111001110011101101101001101010101011101000001100110001100011
enemy,656e656d79030303,e733c8c202b58a3b,0110010101101110011001010110110101111001000000110000001100000011,1110011100110011110010001100001000000010101101011000101000111011
chest,6368657374030303,f25e5d9e5f3767c6,0110001101101000011001010111001101110100000000110000001100000011,1111001001011110010111011001111001011111001101110110011111000110
cook,636f6f6b04040404,2b10d9700fc9894e,0110001101101111011011110110101100000100000001000000010000000100,0010101100010000110110010111000000001111110010011000100101001110
quiet,7175696574030303,97588cdbb2870b30,0111000101110101011010010110010101110100000000110000001100000011,1001011101011000100011001101101110110010100001110000101100110000
iron,69726f6e04040404,06384d42222bb6dc,0110100101110010011011110110111000000100000001000000010000000100,0000011000111000010011010100001000100010001010111011011011011100
year,7965617204040404,00f8e1b41ffae4d9,0111100101100101011000010111001000000100000001000000010000000100,0000000011111000111000011011010000011111111110101110010011011001
card,6361726404040404,8b5616699a15d7c3,0110001101100001011100100110010000000100000001000000010000000100,1000101101010110000101100110100110011010000101011101011111000011
them,7468656d04040404,19be6c37e0eafd84,0111010001101000011001010110110100000100000001000000010000000100,0001100110111110011011000011011111100000111010101111110110000100
valley,76616c6c65790202,1bd4f70b4e657c91,0111011001100001011011000110110001100101011110010000001000000010,0001101111010100111101110000101101001110011001010111110010010001
dilemma,64696c656d6d6101,9ec4494fb7cefc61,0110010001101001011011000110010101101101011011010110000100000001,1001111011000100010010010100111110110111110011101111110001100001
said,7361696404040404,d3456f16318ad4aa,0111001101100001011010010110010000000100000001000000010000000100,1101001101000101011011110001011000110001100010101101010010101010
handle,68616e646c650202,5890361cddcebe55,0110100001100001011011100110010001101100011001010000001000000010,0101100010010000001101100001110011011101110011101011111001010101
root,726f6f7404040404,760e1f3edbeccefc,0111001001101111011011110111010000000100000001000000010000000100,0111011000001110000111110011111011011011111011001100111011111100
counsel,636f756e73656c01,78d0b1d13613680d,0110001101101111011101010110111001110011011001010110110000000001,0111100011010000101100011101000100110110000100110110100000001101
college,636f6c6c65676501,cb0e234b1c1f7fe5,0110001101101111011011000110110001100101011001110110010100000001,1100101100001110001000110100101100011100000111110111111111100101
map,6d61700505050505,c620ef190e8c4dfe,0110110101100001011100000000010100000101000001010000010100000101,1100011000100000111011110001100100001110100011000100110111111110
force,666f726365030303,0a49ebf5bdb52148,0110011001101111011100100110001101100101000000110000001100000011,0000101001001001111010111111010110111101101101010010000101001000
truck,747275636b030303,a2cd8e3007e639d9,0111010001110010011101010110001101101011000000110000001100000011,1010001011001101100011100011000000000111111001100011100111011001
shoe,73686f6504040404,9096fcfe37f54839,0111001101101000011011110110010100000100000001000000010000000100,1001000010010110111111001111111000110111111101010100100000111001
oxygen,6f787967656e0202,cd7c880b80e6af10,0110111101111000011110010110011101100101011011100000001000000010,1100110101111100100010000000101110000000111001101010111100010000
moon,6d6f6f6e04040404,e97cee68a8be194a,0110110101101111011011110110111000000100000001000000010000000100,1110100101111100111011100110100010101000101111100001100101001010
turn,7475726e04040404,b0c9b49917d47986,0111010001110101011100100110111000000100000001000000010000000100,1011000011001001101101001001100100010111110101000111100110000110
