word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
0101001001100101100011110101010101000100100110111011001011001100,52658f55449bb2cc,023fe7d09eaa0800,0101001001100101100011110101010101000100100110111011001011001100,0000001000111111111001111101000010011110101010100000100000000000
0000101110000011001111110011011011011010001001001011001010110011,0b833f36da24b2b3,24f30286798aa8ac,0000101110000011001111110011011011011010001001001011001010110011,0010010011110011000000101000011001111001100010101010100010101100
1111101010000000110110011011011001100100000110011110010100110011,fa80d9b66419e533,cc79da6c2628bbbc,1111101010000000110110011011011001100100000110011110010100110011,1100110001111001110110100110110000100110001010001011101110111100
1011010110110101000101111111011100111001000101000010010000101000,b5b517f739142428,5c2897d2fcada9e5,1011010110110101000101111111011100111001000101000010010000101000,0101110000101000100101111101001011111100101011011010100111100101
0100011011001100010101000101111011010011111110011010011110001111,46cc545ed3f9a78f,6a05cae2b7f66bc1,0100011011001100010101000101111011010011111110011010011110001111,0110101000000101110010101110001010110111111101100110101111000001
0001011101011011010011111011001111001000011100110110000110101101,175b4fb3c87361ad,66db99bdbd172952,0001011101011011010011111011001111001000011100110110000110101101,0110011011011011100110011011110110111101000101110010100101010010
0001110111000111001001111111111001000011100000011001100101001101,1dc727fe4381994d,11acf954381ecf62,0001110111000111001001111111111001000011100000011001100101001101,0001000110101100111110010101010000111000000111101100111101100010
1001000011000111011010010011111110000011110001101011000101011010,90c7693f83c6b15a,f8e94c769dcbf6e7,1001000011000111011010010011111110000011110001101011000101011010,1111100011101001010011000111011010011101110010111111011011100111
1000110010100100101000110010100111001001101000100110001100001100,8ca4a329c9a2630c,53b722e3c17be0fa,1000110010100100101000110010100111001001101000100110001100001100,0101001110110111001000101110001111000001011110111110000011111010
0110011111001110010001101110100111000010111101101110110100101001,67ce46e9c2f6ed29,d4c25bba0748f0bc,0110011111001110010001101110100111000010111101101110110100101001,1101010011000010010110111011101000000111010010001111000010111100
0000000000010110011000111010010000010000000000000111100000100011,001663a410007823,422bde344126ac0d,0000000000010110011000111010010000010000000000000111100000100011,0100001000101011110111100011010001000001001001101010110000001101
