word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
claim,636c61696d030303,b107121b110fcaae,0110001101101100011000010110100101101101000000110000001100000011,1011000100000111000100100001101100010001000011111100101010101110
couch,636f756368030303,b5cf92b1950b8a42,0110001101101111011101010110001101101000000000110000001100000011,1011010111001111100100101011000110010101000010111000101001000010
out,6f75740505050505,93de9a4d63635e06,0110111101110101011101000000010100000101000001010000010100000101,1001001111011110100110100100110101100011011000110101111000000110
coal,636f616c04040404,b0faa1c6a379f951,0110001101101111011000010110110000000100000001000000010000000100,1011000011111010101000011100011010100011011110011111100101010001
rolled,726f6c6c65640202,7c50652da1897120,0111001001101111011011000110110001100101011001000000001000000010,0111110001010000011001010010110110100001100010010111000100100000
crew,6372657704040404,f8bae502effdb559,0110001101110010011001010111011100000100000001000000010000000100,1111100010111010111001010000001011101111111111011011010101011001
effect,6566666563740202,f4d68749816dd9ee,0110010101100110011001100110010101100011011101000000001000000010,1111010011010110100001110100100110000001011011011101100111101110
however,686f776576657201,859f1468b4689f89,0110100001101111011101110110010101110110011001010111001000000001,1000010110011111000101000110100010110100011010001001111110001001
a,6107070707070707,d0fe3d6573372552,0110000100000111000001110000011100000111000001110000011100000111,1101000011111110001111010110010101110011001101110010010101010010
love,6c6f766504040404,b4fee1cea739b91d,0110110001101111011101100110010100000100000001000000010000000100,1011010011111110111000011100111010100111001110011011100100011101
toward,746f776172640202,3e34a14921c1b720,0111010001101111011101110110000101110010011001000000001000000010,0011111000110100101000010100100100100001110000011011011100100000
killed,6b696c6c65640202,f458ed2d210971a8,0110101101101001011011000110110001100101011001000000001000000010,1111010001011000111011010010110100100001000010010111000110101000
blind,626c696e64030303,f5037699398fea2e,0110001001101100011010010110111001100100000000110000001100000011,1111010100000011011101101001100100111001100011111110101000101110
would,776f756c64030303,3d07725df54f6222,0111011101101111011101010110110001100100000000110000001100000011,0011110100000111011100100101110111110101010011110110001000100010
became,626563616d650202,d07a67e569edbb64,0110001001100101011000110110000101101101011001010000001000000010,1101000001111010011001111110010101101001111011011011101101100100
canvas,63616e7661730202,b8962bef2f0ff30e,0110001101100001011011100111011001100001011100110000001000000010,1011100010010110001010111110111100101111000011111111001100001110
arrange,617272616e676501,85bfadeea8e8a527,0110000101110010011100100110000101101110011001110110010100000001,1000010110111111101011011110111010101000111010001010010100100111
still,7374696c6c030303,7fcb5e5b93c742ee,0111001101110100011010010110110001101100000000110000001100000011,0111111111001011010111100101101110010011110001110100001011101110
steel,737465656c030303,7fcb5e1fd38702ae,0111001101110100011001010110010101101100000000110000001100000011,0111111111001011010111100001111111010011100001110000001010101110
week,7765656b04040404,38b2a1cea7bd75d5,0111011101100101011001010110101100000100000001000000010000000100,0011100010110010101000011100111010100111101111010111010111010101
while,7768696c65030303,7f4bf671b347624e,0111011101101000011010010110110001100101000000110000001100000011,0111111101001011111101100111000110110011010001110110001001001110
set,7365740505050505,1bd69acde3eb5e86,0111001101100101011101000000010100000101000001010000010100000101,0001101111010110100110101100110111100011111010110101111010000110
each,6561636804040404,f8f26d4a6b7db1dd,0110010101100001011000110110100000000100000001000000010000000100,1111100011110010011011010100101001101011011111011011000111011101
never,6e65766572030303,b54f725d3f2ba88e,0110111001100101011101100110010101110010000000110000001100000011,1011010101001111011100100101110100111111001010111010100010001110
band,62616e6404040404,f0b66d4a633db1dd,0110001001100001011011100110010000000100000001000000010000000100,1111000010110110011011010100101001100011001111011011000111011101
soil,736f696c04040404,7c726d4aa37d7955,0111001101101111011010010110110000000100000001000000010000000100,0111110001110010011011010100101010100011011111010111100101010101
jumped,6a756d7065640202,f098a9e1254579e0,0110101001110101011011010111000001100101011001000000001000000010,1111000010011000101010011110000100100101010001010111100111100000
defend,646566656e640202,f45c85c909cd594c,0110010001100101011001100110010101101110011001000000001000000010,1111010001011100100001011100100100001001110011010101100101001100
term,7465726d04040404,bc3665cae3757591,0111010001100101011100100110110100000100000001000000010000000100,1011110000110110011001011100101011100011011101010111010110010001
bomb,626f6d6204040404,f0bae502ab3df995,0110001001101111011011010110001000000100000001000000010000000100,1111000010111010111001010000001010101011001111011111100110010101
hours,686f757273030303,b5cf505bd52bcece,0110100001101111011101010111001001110011000000110000001100000011,1011010111001111010100000101101111010101001010111100111011001110
beach,6265616368030303,f10f52b1598f8a06,0110001001100101011000010110001101101000000000110000001100000011,1111000100001111010100101011000101011001100011111000101000000110
health,6865616c74680202,927a81cf21e95b6a,0110100001100101011000010110110001110100011010000000001000000010,1001001001111010100000011100111100100001111010010101101101101010
isolate,69736f6c61746501,e5db6580aa2ce3af,0110100101110011011011110110110001100001011101000110010100000001,1110010111011011011001011000000010101010001011001110001110101111
deliver,64656c6976657201,c51fd4e838ac5b4d,0110010001100101011011000110100101110110011001010111001000000001,1100010100011111110101001110100000111000101011000101101101001101
speak,737065616b030303,79c37217fd8f2ea6,0111001101110000011001010110000101101011000000110000001100000011,0111100111000011011100100001011111111101100011110010111010100110
head,6865616404040404,f03ee58a63bd391d,0110100001100101011000010110010000000100000001000000010000000100,1111000000111110111001011000101001100011101111010011100100011101
pattern,7061747465726e01,a45b6721a543210e,0111000001100001011101000111010001100101011100100110111000000001,1010010001011011011001110010000110100101010000110010000100001110
down,646f776e04040404,b4fe650eef3dfdd9,0110010001101111011101110110111000000100000001000000010000000100,1011010011111110011001010000111011101111001111011111110111011001
or,6f72060606060606,ffff62e4ebc8f22f,0110111101110010000001100000011000000110000001100000011000000110,1111111111111111011000101110010011101011110010001111001000101111
four,666f757204040404,b4fee14ae739fddd,0110011001101111011101010111001000000100000001000000010000000100,1011010011111110111000010100101011100111001110011111110111011101
