word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
0101001001100101100011110101010101000100100110111011001011001100,52658f55449bb2cc,29e9a3779bd1238e,0101001001100101100011110101010101000100100110111011001011001100,0010100111101001101000110111011110011011110100010010001110001110
0000101110000011001111110011011011011010001001001011001010110011,0b833f36da24b2b3,b70d9305dd932325,0000101110000011001111110011011011011010001001001011001010110011,1011011100001101100100110000010111011101100100110010001100100101
1111101010000000110110011011011001100100000110011110010100110011,fa80d9b66419e533,9a0ad6657b461de5,1111101010000000110110011011011001100100000110011110010100110011,1001101000001010110101100110010101111011010001100001110111100101
1011010110110101000101111111011100111001000101000010010000101000,b5b517f739142428,6d49025a8a43a738,1011010110110101000101111111011100111001000101000010010000101000,0110110101001001000000100101101010001010010000111010011100111000
0100011011001100010101000101111011010011111110011010011110001111,46cc545ed3f9a78f,10527974d0a6bf64,0100011011001100010101000101111011010011111110011010011110001111,0001000001010010011110010111010011010000101001101011111101100100
0001011101011011010011111011001111001000011100110110000110101101,175b4fb3c87361ad,5593136962e0027a,0001011101011011010011111011001111001000011100110110000110101101,0101010110010011000100110110100101100010111000000000001001111010
0001110111000111001001111111111001000011100000011001100101001101,1dc727fe4381994d,5b5c42549058980a,0001110111000111001001111111111001000011100000011001100101001101,0101101101011100010000100101010010010000010110001001100000001010
1001000011000111011010010011111110000011110001101011000101011010,90c7693f83c6b15a,c15cf60ca02f22c3,1001000011000111011010010011111110000011110001101011000101011010,1100000101011100111101100000110010100000001011110010001011000011
1000110010100100101000110010100111001001101000100110001100001100,8ca4a329c9a2630c,f61f5bdd6a7505be,1000110010100100101000110010100111001001101000100110001100001100,1111011000011111010110111101110101101010011101010000010110111110
0110011111001110010001101110100111000010111101101110110100101001,67ce46e9c2f6ed29,a556114d64af1b3f,0110011111001110010001101110100111000010111101101110110100101001,1010010101010110000100010100110101100100101011110001101100111111
0000000000010110011000111010010000010000000000000111100000100011,001663a410007823,b1f1fb8b488e5935,0000000000010110011000111010010000010000000000000111100000100011,1011000111110001111110111000101101001000100011100101100100110101
1111001010110111000100011000100101111110001011101100010111001100,f2b711897e2ec5cc,994c0fbd2c926d8e,1111001010110111000100011000100101111110001011101100010111001100,1001100101001100000011111011110100101100100100100110110110001110
0101001101000001000111000011111010001110110000100000100011110100,53411c3e8ec208f4,24240d04ac2549a7,0101001101000001000111000011111010001110110000100000100011110100,0010010000100100000011010000010010101100001001010100100110100111
1010110010010110010100101001010001110100010110000100011001111010,ac9652947458467a,8661701b2b0d84f3,1010110010010110010100101001010001110100010110000100011001111010,1000011001100001011100000001101100101011000011011000010011110011
0110111011010101101110110010100110101001001101011110000001110110,6ed5bb29a935e076,afd9ecdd5ac416f2,0110111011010101101110110010100110101001001101011110000001110110,1010111111011001111011001101110101011010110001000001011011110010
