word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
claim,636c61696d030303,503d4c6c148d2772,0110001101101100011000010110100101101101000000110000001100000011,0101000000111101010011000110110000010100100011010010011101110010
couch,636f756368030303,513d483c148d1d72,0110001101101111011101010110001101101000000000110000001100000011,0101000100111101010010000011110000010100100011010001110101110010
out,6f75740505050505,515d89ea028dbb14,0110111101110101011101000000010100000101000001010000010100000101,0101000101011101100010011110101000000010100011011011101100010100
coal,636f616c04040404,505d4cfb148d1205,0110001101101111011000010110110000000100000001000000010000000100,0101000001011101010011001111101100010100100011010001001000000101
rolled,726f6c6c65640202,403d51ed14ed1203,0111001001101111011011000110110001100101011001000000001000000010,0100000000111101010100011110110100010100111011010001001000000011
crew,6372657704040404,505d48fb058dc905,0110001101110010011001010111011100000100000001000000010000000100,0101000001011101010010001111101100000101100011011100100100000101
effect,6566666563740202,503d2b8d14fd8b03,0110010101100110011001100110010101100011011101000000001000000010,0101000000111101001010111000110100010100111111011000101100000011
however,686f776576657201,512afadd14ed1b10,0110100001101111011101110110010101110110011001010111001000000001,0101000100101010111110101101110100010100111011010001101100010000
a,6107070707070707,565d6ac8728d9936,0110000100000111000001110000011100000111000001110000011100000111,0101011001011101011010101100100001110010100011011001100100110110
love,6c6f766504040404,515dbbfb148d1b05,0110110001101111011101100110010100000100000001000000010000000100,0101000101011101101110111111101100010100100011010001101100000101
toward,746f776172640202,412d3a9d14ed1f03,0111010001101111011101110110000101110010011001000000001000000010,0100000100101101001110101001110100010100111011010001111100000011
killed,6b696c6c65640202,503dc1ed14ed7203,0110101101101001011011000110110001100101011001000000001000000010,0101000000111101110000011110110100010100111011010111001000000011
blind,626c696e64030303,503d54fc148d2072,0110001001101100011010010110111001100100000000110000001100000011,0101000000111101010101001111110000010100100011010010000001110010
would,776f756c64030303,413d08fc148d1272,0111011101101111011101010110110001100100000000110000001100000011,0100000100111101000010001111110000010100100011010001001001110010
became,626563616d650202,503d5e6d14edbf13,0110001001100101011000110110000101101101011001010000001000000010,0101000000111101010111100110110100010100111011011011111100010011
canvas,63616e7661730202,503d43ad15fdf873,0110001101100001011011100111011001100001011100110000001000000010,0101000000111101010000111010110100010101111111011111100001110011
arrange,617272616e676501,513b6f5a04edcf30,0110000101110010011100100110000101101110011001110110010100000001,0101000100111011011011110101101000000100111011011100111100110000
still,7374696c6c030303,403d447c048da272,0111001101110100011010010110110001101100000000110000001100000011,0100000000111101010001000111110000000100100011011010001001110010
steel,737465656c030303,403d487c048dab72,0111001101110100011001010110010101101100000000110000001100000011,0100000000111101010010000111110000000100100011011010101101110010
week,7765656b04040404,405d08fb148db505,0111011101100101011001010110101100000100000001000000010000000100,0100000001011101000010001111101100010100100011011011010100000101
while,7768696c65030303,403d04ec148d6272,0111011101101000011010010110110001100101000000110000001100000011,0100000000111101000001001110110000010100100011010110001001110010
set,7365740505050505,415d49ea128dbb14,0111001101100101011101000000010100000101000001010000010100000101,0100000101011101010010011110101000010010100011011011101100010100
each,6561636804040404,505d2efb148df605,0110010101100001011000110110100000000100000001000000010000000100,0101000001011101001011101111101100010100100011011111011000000101
never,6e65766572030303,512d9b9c148dbb72,0110111001100101011101100110010101110010000000110000001100000011,0101000100101101100110111001110000010100100011011011101101110010
band,62616e6404040404,505d53fb148dfa05,0110001001100001011011100110010000000100000001000000010000000100,0101000001011101010100111111101100010100100011011111101000000101
soil,736f696c04040404,405d44fb148d1205,0111001101101111011010010110110000000100000001000000010000000100,0100000001011101010001001111101100010100100011010001001000000101
jumped,6a756d7065640202,503dd0ed05edbe03,0110101001110101011011010111000001100101011001000000001000000010,0101000000111101110100001110110100000101111011011011111000000011
defend,646566656e640202,503d3b5d14edbb03,0110010001100101011001100110010101101110011001000000001000000010,0101000000111101001110110101110100010100111011011011101100000011
term,7465726d04040404,415d3ffb148db305,0111010001100101011100100110110100000100000001000000010000000100,0100000101011101001111111111101100010100100011011011001100000101
bomb,626f6d6204040404,505d50fb148d1c05,0110001001101111011011010110001000000100000001000000010000000100,0101000001011101010100001111101100010100100011010001110000000101
hours,686f757273030303,512df88c158d1c72,0110100001101111011101010111001001110011000000110000001100000011,0101000100101101111110001000110000010101100011010001110001110010
