word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
claim,636c61696d030303,784accf0d6be3d9b,0110001101101100011000010110100101101101000000110000001100000011,0111100001001010110011001111000011010110101111100011110110011011
couch,636f756368030303,7e4ac440d6be069b,0110001101101111011101010110001101101000000000110000001100000011,0111111001001010110001000100000011010110101111100000011010011011
out,6f75740505050505,7eea4ec247be130a,0110111101110101011101000000010100000101000001010000010100000101,0111111011101010010011101100001001000111101111100001001100001010
coal,636f616c04040404,78eacc3fd6be0f1c,0110001101101111011000010110110000000100000001000000010000000100,0111100011101010110011000011111111010110101111100000111100011100
rolled,726f6c6c65640202,584a66c8d68e0f13,0111001001101111011011000110110001100101011001000000001000000010,0101100001001010011001101100100011010110100011100000111100010011
crew,6372657704040404,78eac43f4bbe9c1c,0110001101110010011001010111011100000100000001000000010000000100,0111100011101010110001000011111101001011101111101001110000011100
effect,6566666563740202,784ab518d69ea313,0110010101100110011001100110010101100011011101000000001000000010,0111100001001010101101010001100011010110100111101010001100010011
however,686f776576657201,7e8d17b8d68e0307,0110100001101111011101110110010101110110011001010111001000000001,0111111010001101000101111011100011010110100011100000001100000111
a,6107070707070707,7bea272a27be8c5e,0110000100000111000001110000011100000111000001110000011100000111,0111101111101010001001110010101000100111101111101000110001011110
love,6c6f766504040404,7eea053fd6be031c,0110110001101111011101100110010100000100000001000000010000000100,0111111011101010000001010011111111010110101111100000001100011100
toward,746f776172640202,5e8a87d8d68e0a13,0111010001101111011101110110000101110010011001000000001000000010,0101111010001010100001111101100011010110100011100000101000010011
killed,6b696c6c65640202,784ae6c8d68e5f13,0110101101101001011011000110110001100101011001000000001000000010,0111100001001010111001101100100011010110100011100101111100010011
blind,626c696e64030303,784a6830d6be399b,0110001001101100011010010110111001100100000000110000001100000011,0111100001001010011010000011000011010110101111100011100110011011
would,776f756c64030303,5e4a7430d6be0f9b,0111011101101111011101010110110001100100000000110000001100000011,0101111001001010011101000011000011010110101111100000111110011011
