word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
claim,636c61696d030303,f9bf3b3592620089,0110001101101100011000010110100101101101000000110000001100000011,1111100110111111001110110011010110010010011000100000000010001001
couch,636f756368030303,f9be9a379b620089,0110001101101111011101010110001101101000000000110000001100000011,1111100110111110100110100011011110011011011000100000000010001001
out,6f75740505050505,fe9d9d434f6c0b84,0110111101110101011101000000010100000101000001010000010100000101,1111111010011101100111010100001101001111011011000000101110000100
coal,636f616c04040404,f9be3b3a4a690e88,0110001101101111011000010110110000000100000001000000010000000100,1111100110111110001110110011101001001010011010010000111010001000
rolled,726f6c6c65640202,67be353a9fb9038a,0111001001101111011011000110110001100101011001000000001000000010,0110011110111110001101010011101010011111101110010000001110001010
crew,6372657704040404,f99b3a1b4a690e88,0110001101110010011001010111011100000100000001000000010000000100,1111100110011011001110100001101101001010011010010000111010001000
effect,6566666563740202,f8b037339e19038a,0110010101100110011001100110010101100011011101000000001000000010,1111100010110000001101110011001110011110000110010000001110001010
however,686f776576657201,fdbe9e33ecbc6386,0110100001101111011101110110010101110110011001010111001000000001,1111110110111110100111100011001111101100101111000110001110000110
a,6107070707070707,f3f38e4b486f0183,0110000100000111000001110000011100000111000001110000011100000111,1111001111110011100011100100101101001000011011110000000110000011
love,6c6f766504040404,f1be97334a690e88,0110110001101111011101100110010100000100000001000000010000000100,1111000110111110100101110011001101001010011010010000111010001000
toward,746f776172640202,60be9e30e3b9038a,0111010001101111011101110110000101110010011001000000001000000010,0110000010111110100111100011000011100011101110010000001110001010
killed,6b696c6c65640202,f4bc353a9fb9038a,0110101101101001011011000110110001100101011001000000001000000010,1111010010111100001101010011101010011111101110010000001110001010
blind,626c696e64030303,f7bf3f3e9a620089,0110001001101100011010010110111001100100000000110000001100000011,1111011110111111001111110011111010011010011000100000000010001001
would,776f756c64030303,6bbe9a3a9a620089,0111011101101111011101010110110001100100000000110000001100000011,0110101110111110100110100011101010011010011000100000000010001001
became,626563616d650202,f7bd323092bc038a,0110001001100101011000110110000101101101011001010000001000000010,1111011110111101001100100011000010010010101111000000001110001010
canvas,63616e7661730202,f9ba341f9912038a,0110001101100001011011100111011001100001011100110000001000000010,1111100110111010001101000001111110011001000100100000001110001010
arrange,617272616e676501,f39b903090bf7b86,0110000101110010011100100110000101101110011001110110010100000001,1111001110011011100100000011000010010000101111110111101110000110
still,7374696c6c030303,69953f3a95620089,0111001101110100011010010110110001101100000000110000001100000011,0110100110010101001111110011101010010101011000100000000010001001
steel,737465656c030303,69953a3395620089,0111001101110100011001010110010101101100000000110000001100000011,0110100110010101001110100011001110010101011000100000000010001001
week,7765656b04040404,6bbd3a384a690e88,0111011101100101011001010110101100000100000001000000010000000100,0110101110111101001110100011100001001010011010010000111010001000
while,7768696c65030303,6bb63f3a9f620089,0111011101101000011010010110110001100101000000110000001100000011,0110101110110110001111110011101010011111011000100000000010001001
set,7365740505050505,69bd9d434f6c0b84,0111001101100101011101000000010100000101000001010000010100000101,0110100110111101100111010100001101001111011011000000101110000100
each,6561636804040404,f8ba32394a690e88,0110010101100001011000110110100000000100000001000000010000000100,1111100010111010001100100011100101001010011010010000111010001000
never,6e65766572030303,f6bd9733e3620089,0110111001100101011101100110010101110010000000110000001100000011,1111011010111101100101110011001111100011011000100000000010001001
band,62616e6404040404,f7ba34364a690e88,0110001001100001011011100110010000000100000001000000010000000100,1111011110111010001101000011011001001010011010010000111010001000
soil,736f696c04040404,69be3f3a4a690e88,0111001101101111011010010110110000000100000001000000010000000100,0110100110111110001111110011101001001010011010010000111010001000
jumped,6a756d7065640202,fc9d33149fb9038a,0110101001110101011011010111000001100101011001000000001000000010,1111110010011101001100110001010010011111101110010000001110001010
defend,646566656e640202,f0bd373390b9038a,0110010001100101011001100110010101101110011001000000001000000010,1111000010111101001101110011001110010000101110010000001110001010
term,7465726d04040404,60bd903c4a690e88,0111010001100101011100100110110100000100000001000000010000000100,0110000010111101100100000011110001001010011010010000111010001000
bomb,626f6d6204040404,f7be33314a690e88,0110001001101111011011010110001000000100000001000000010000000100,1111011110111110001100110011000101001010011010010000111010001000
hours,686f757273030303,fdbe9a11ee620089,0110100001101111011101010111001001110011000000110000001100000011,1111110110111110100110100001000111101110011000100000000010001001
beach,6265616368030303,f7bd3b379b620089,0110001001100101011000010110001101101000000000110000001100000011,1111011110111101001110110011011110011011011000100000000010001001
health,6865616c74680202,fdbd3b3aeab6038a,0110100001100101011000010110110001110100011010000000001000000010,1111110110111101001110110011101011101010101101100000001110001010
isolate,69736f6c61746501,f2973c3a99197b86,0110100101110011011011110110110001100001011101000110010100000001,1111001010010111001111000011101010011001000110010111101110000110
deliver,64656c6976657201,f0bd3535ecbc6386,0110010001100101011011000110100101110110011001010111001000000001,1111000010111101001101010011010111101100101111000110001110000110
speak,737065616b030303,69993a3094620089,0111001101110000011001010110000101101011000000110000001100000011,0110100110011001001110100011000010010100011000100000000010001001
head,6865616404040404,fdbd3b364a690e88,0110100001100101011000010110010000000100000001000000010000000100,1111110110111101001110110011011001001010011010010000111010001000
pattern,7061747465726e01,6fba9d169f1d7886,0111000001100001011101000111010001100101011100100110111000000001,0110111110111010100111010001011010011111000111010111100010000110
down,646f776e04040404,f0be9e3e4a690e88,0110010001101111011101110110111000000100000001000000010000000100,1111000010111110100111100011111001001010011010010000111010001000
or,6f72060606060606,fe9b874f4c680f80,0110111101110010000001100000011000000110000001100000011000000110,1111111010011011100001110100111101001100011010000000111110000000
four,666f757204040404,fabe9a114a690e88,0110011001101111011101010111001000000100000001000000010000000100,1111101010111110100110100001000101001010011010010000111010001000
enemy,656e656d79030303,f8b13a3ce1620089,0110010101101110011001010110110101111001000000110000001100000011,1111100010110001001110100011110011100001011000100000000010001001
chest,6368657374030303,f9b63a17ea620089,0110001101101000011001010111001101110100000000110000001100000011,1111100110110110001110100001011111101010011000100000000010001001
cook,636f6f6b04040404,f9be3c384a690e88,0110001101101111011011110110101100000100000001000000010000000100,1111100110111110001111000011100001001010011010010000111010001000
quiet,7175696574030303,639d3f33ea620089,0111000101110101011010010110010101110100000000110000001100000011,0110001110011101001111110011001111101010011000100000000010001001
iron,69726f6e04040404,f29b3c3e4a690e88,0110100101110010011011110110111000000100000001000000010000000100,1111001010011011001111000011111001001010011010010000111010001000
year,7965617204040404,62bd3b114a690e88,0111100101100101011000010111001000000100000001000000010000000100,0110001010111101001110110001000101001010011010010000111010001000
card,6361726404040404,f9ba90364a690e88,0110001101100001011100100110010000000100000001000000010000000100,1111100110111010100100000011011001001010011010010000111010001000
them,7468656d04040404,60b63a3c4a690e88,0111010001101000011001010110110100000100000001000000010000000100,0110000010110110001110100011110001001010011010010000111010001000
valley,76616c6c65790202,6aba353a9f15038a,0111011001100001011011000110110001100101011110010000001000000010,0110101010111010001101010011101010011111000101010000001110001010
dilemma,64696c656d6d6101,f0bc353392b47486,0110010001101001011011000110010101101101011011010110000100000001,1111000010111100001101010011001110010010101101000111010010000110
said,7361696404040404,69ba3f364a690e88,0111001101100001011010010110010000000100000001000000010000000100,0110100110111010001111110011011001001010011010010000111010001000
handle,68616e646c650202,fdba343695bc038a,0110100001100001011011100110010001101100011001010000001000000010,1111110110111010001101000011011010010101101111000000001110001010
root,726f6f7404040404,67be3c164a690e88,0111001001101111011011110111010000000100000001000000010000000100,0110011110111110001111000001011001001010011010010000111010001000
counsel,636f756e73656c01,f9be9a3eeebc7586,0110001101101111011101010110111001110011011001010110110000000001,1111100110111110100110100011111011101110101111000111010110000110
college,636f6c6c65676501,f9be353a9fbf7b86,0110001101101111011011000110110001100101011001110110010100000001,1111100110111110001101010011101010011111101111110111101110000110
map,6d61700505050505,f5ba96434f6c0b84,0110110101100001011100000000010100000101000001010000010100000101,1111010110111010100101100100001101001111011011000000101110000100
force,666f726365030303,fabe90379f620089,0110011001101111011100100110001101100101000000110000001100000011,1111101010111110100100000011011110011111011000100000000010001001
truck,747275636b030303,609b9a3794620089,0111010001110010011101010110001101101011000000110000001100000011,0110000010011011100110100011011110010100011000100000000010001001
shoe,73686f6504040404,69b63c334a690e88,0111001101101000011011110110010100000100000001000000010000000100,0110100110110110001111000011001101001010011010010000111010001000
oxygen,6f787967656e0202,fe969f3b9fb1038a,0110111101111000011110010110011101100101011011100000001000000010,1111111010010110100111110011101110011111101100010000001110001010
moon,6d6f6f6e04040404,f5be3c3e4a690e88,0110110101101111011011110110111000000100000001000000010000000100,1111010110111110001111000011111001001010011010010000111010001000
turn,7475726e04040404,609d903e4a690e88,0111010001110101011100100110111000000100000001000000010000000100,0110000010011101100100000011111001001010011010010000111010001000
on,6f6e060606060606,feb1874f4c680f80,0110111101101110000001100000011000000110000001100000011000000110,1111111010110001100001110100111101001100011010000000111110000000
spring,737072696e670202,6999903590bf038a,0111001101110000011100100110100101101110011001110000001000000010,0110100110011001100100000011010110010000101111110000001110001010
silver,73696c7665720202,69bc351f9f1d038a,0111001101101001011011000111011001100101011100100000001000000010,0110100110111100001101010001111110011111000111010000001110001010
spell,7370656c6c030303,69993a3a95620089,0111001101110000011001010110110001101100000000110000001100000011,0110100110011001001110100011101010010101011000100000000010001001
are,6172650505050505,f39b3a434f6c0b84,0110000101110010011001010000010100000101000001010000010100000101,1111001110011011001110100100001101001111011011000000101110000100
to,746f060606060606,60be874f4c680f80,0111010001101111000001100000011000000110000001100000011000000110,0110000010111110100001110100111101001100011010000000111110000000
reason,726561736f6e0202,67bd3b1797b1038a,0111001001100101011000010111001101101111011011100000001000000010,0110011110111101001110110001011110010111101100010000001110001010
anxiety,616e786965747901,f3b198359f196986,0110000101101110011110000110100101100101011101000111100100000001,1111001110110001100110000011010110011111000110010110100110000110
land,6c616e6404040404,f1ba34364a690e88,0110110001100001011011100110010000000100000001000000010000000100,1111000110111010001101000011011001001010011010010000111010001000
instead,696e737465616401,f2b192169fb77e86,0110100101101110011100110111010001100101011000010110010000000001,1111001010110001100100100001011010011111101101110111111010000110
present,70726573656e7401,6f9b3a179fb16e86,0111000001110010011001010111001101100101011011100111010000000001,0110111110011011001110100001011110011111101100010110111010000110
data,6461746104040404,f0ba9d304a690e88,0110010001100001011101000110000100000100000001000000010000000100,1111000010111010100111010011000001001010011010010000111010001000
better,6265747465720202,f7bd9d169f1d038a,0110001001100101011101000111010001100101011100100000001000000010,1111011110111101100111010001011010011111000111010000001110001010
decide,6465636964650202,f0bd32359abc038a,0110010001100101011000110110100101100100011001010000001000000010,1111000010111101001100100011010110011010101111000000001110001010
nation,6e6174696f6e0202,f6ba9d3597b1038a,0110111001100001011101000110100101101111011011100000001000000010,1111011010111010100111010011010110010111101100010000001110001010
hard,6861726404040404,fdba90364a690e88,0110100001100001011100100110010000000100000001000000010000000100,1111110110111010100100000011011001001010011010010000111010001000
though,74686f7567680202,60b63c1398b6038a,0111010001101000011011110111010101100111011010000000001000000010,0110000010110110001111000001001110011000101101100000001110001010
shop,73686f7004040404,69b63c144a690e88,0111001101101000011011110111000000000100000001000000010000000100,0110100110110110001111000001010001001010011010010000111010001000
aid,6169640505050505,f3bc3d434f6c0b84,0110000101101001011001000000010100000101000001010000010100000101,1111001110111100001111010100001101001111011011000000101110000100
brave,6272617665030303,f79b3b1f9f620089,0110001001110010011000010111011001100101000000110000001100000011,1111011110011011001110110001111110011111011000100000000010001001
detect,6465746563740202,f0bd9d339e19038a,0110010001100101011101000110010101100011011101000000001000000010,1111000010111101100111010011001110011110000110010000001110001010
block,626c6f636b030303,f7bf3c3794620089,0110001001101100011011110110001101101011000000110000001100000011,1111011110111111001111000011011110010100011000100000000010001001
angle,616e676c65030303,f3b13e3a9f620089,0110000101101110011001110110110001100101000000110000001100000011,1111001110110001001111100011101010011111011000100000000010001001
