word,plaintext_hex,ciphertext_hex,plaintext_bits,ciphertext_bits
0101001001100101100011110101010101000100100110111011001011001100,52658f55449bb2cc,fb2e203eb1046070,0101001001100101100011110101010101000100100110111011001011001100,1111101100101110001000000011111010110001000001000110000001110000
0000101110000011001111110011011011011010001001001011001010110011,0b833f36da24b2b3,c0a770067fbc6032,0000101110000011001111110011011011011010001001001011001010110011,1100000010100111011100000000011001111111101111000110000000110010
1111101010000000110110011011011001100100000110011110010100110011,fa80d9b66419e533,34a612c6c13a4c52,1111101010000000110110011011011001100100000110011110010100110011,0011010010100110000100101100011011000001001110100100110001010010
1011010110110101000101111111011100111001000101000010010000101000,b5b517f739142428,1fcebc99f43c73a7,1011010110110101000101111111011100111001000101000010010000101000,0001111111001110101111001001100111110100001111000111001110100111
0100011011001100010101000101111011010011111110011010011110001111,46cc545ed3f9a78f,9e0fe7357eea1226,0100011011001100010101000101111011010011111110011010011110001111,1001111000001111111001110011010101111110111010100001001000100110
0001011101011011010011111011001111001000011100110110000110101101,175b4fb3c87361ad,b93880cc0b8bbb44,0001011101011011010011111011001111001000011100110110000110101101,1011100100111000100000001100110000001011100010111011101101000100
0001110111000111001001111111111001000011100000011001100101001101,1dc727fe4381994d,b302ac95be7905c4,0001110111000111001001111111111001000011100000011001100101001101,1011001100000010101011001001010110111110011110010000010111000100
1001000011000111011010010011111110000011110001101011000101011010,90c7693f83c6b15a,5502f2022e586bb3,1001000011000111011010010011111110000011110001101011000101011010,0101010100000010111100100000001000101110010110000110101110110011
1000110010100100101000110010100111001001101000100110001100001100,8ca4a329c9a2630c,ac836ef4046fb7e0,1000110010100100101000110010100111001001101000100110001100001100,1010110010000011011011101111010000000100011011111011011111100000
0110011111001110010001101110100111000010111101101110110100101001,67ce46e9c2f6ed29,790b836403e84fa8,0110011111001110010001101110100111000010111101101110110100101001,0111100100001011100000110110010000000011111010000100111110101000
0000000000010110011000111010010000010000000000000111100000100011,001663a410007823,c565fe1835cefaa2,0000000000010110011000111010010000010000000000000111100000100011,1100010101100101111111100001100000110101110011101111101010100010
1111001010110111000100011000100101111110001011101100010111001100,f2b711897e2ec5cc,3bc2bfd4adb6ac70,1111001010110111000100011000100101111110001011101100010111001100,0011101111000010101111111101010010101101101101101010110001110000
0101001101000001000111000011111010001110110000100000100011110100,53411c3e8ec208f4,fde9b1052d5f3a6d,0101001101000001000111000011111010001110110000100000100011110100,1111110111101001101100010000010100101101010111110011101001101101
1010110010010110010100101001010001110100010110000100011001111010,ac9652947458467a,ecd5e9a8a1459493,1010110010010110010100101001010001110100010110000100011001111010,1110110011010101111010011010100010100001010001011001010010010011
