prediction,predicted_bits,actual_bits,decrypted_predicted,decrypted_actual,cosine_similarity,per_sample_bit_accuracy
"[0.49955514073371887, 0.5129187703132629, 0.4792381823062897, 0.5119723081588745, 0.48892679810523987, 0.48741307854652405, 0.5054024457931519, 0.4889603555202484, 0.4817087948322296, 0.49037501215934753, 0.520237147808075, 0.5009768605232239, 0.5213903784751892, 0.5117500424385071, 0.4792734384536743, 0.46954581141471863, 0.5189049243927002, 0.46961769461631775, 0.5061891674995422, 0.5343520641326904, 0.5045196413993835, 0.4824466109275818, 0.5184304714202881, 0.49668779969215393, 0.5028975009918213, 0.5072500705718994, 0.47655895352363586, 0.5047799348831177, 0.49707311391830444, 0.5163387656211853, 0.4736675024032593, 0.48185455799102783, 0.49715444445610046, 0.49240490794181824, 0.48906463384628296, 0.4825535714626312, 0.46628183126449585, 0.5012907981872559, 0.5217181444168091, 0.4965403974056244, 0.5415537357330322, 0.46427443623542786, 0.4896530508995056, 0.4888332784175873, 0.48532411456108093, 0.4807056486606598, 0.4997204840183258, 0.5195350646972656, 0.48745986819267273, 0.49791741371154785, 0.4828833043575287, 0.505602240562439, 0.5003296136856079, 0.4802766442298889, 0.5027559995651245, 0.49932795763015747, 0.5090303421020508, 0.4974746108055115, 0.5072634220123291, 0.5414469838142395, 0.4797171652317047, 0.4912758469581604, 0.5187121033668518, 0.4878402352333069]",0101001000111100101110101101010000000110100000010001101010110010,1101110011000100001001111111000001111101110100110110110001100001,????,dog?????,0.7265914377111267,45.3125
"[0.49955514073371887, 0.5129187107086182, 0.47923752665519714, 0.5119714736938477, 0.48892560601234436, 0.4874119460582733, 0.5054047107696533, 0.4889591634273529, 0.48170873522758484, 0.49037662148475647, 0.520239531993866, 0.5009777545928955, 0.5213925838470459, 0.5117509961128235, 0.47927290201187134, 0.4695453643798828, 0.5189052820205688, 0.4696168601512909, 0.50618976354599, 0.5343542098999023, 0.5045209527015686, 0.48244717717170715, 0.5184305906295776, 0.4966879189014435, 0.5028986930847168, 0.5072506666183472, 0.4765590727329254, 0.5047796368598938, 0.49707287549972534, 0.5163395404815674, 0.4736675024032593, 0.48185133934020996, 0.4971531927585602, 0.49240514636039734, 0.4890652596950531, 0.4825529158115387, 0.4662802815437317, 0.5012911558151245, 0.5217189192771912, 0.4965384006500244, 0.5415558815002441, 0.46427252888679504, 0.4896527826786041, 0.4888335168361664, 0.48532354831695557, 0.4807051122188568, 0.49972060322761536, 0.5195354223251343, 0.4874574840068817, 0.4979153573513031, 0.482881635427475, 0.5056028366088867, 0.5003293752670288, 0.48027339577674866, 0.5027559995651245, 0.4993274211883545, 0.509027898311615, 0.49747708439826965, 0.5072616934776306, 0.5414484739303589, 0.47971630096435547, 0.4912741184234619, 0.518713653087616, 0.48784148693084717]",0101001000111100101110101101010000000110100000010001101010110010,0000010011000100101100101100101110110000110111010001101111101110,????,blank???,0.7088539918766023,54.6875
"[0.49955520033836365, 0.5129187703132629, 0.4792376756668091, 0.5119720101356506, 0.4889259338378906, 0.48741233348846436, 0.5054038763046265, 0.4889596700668335, 0.48170867562294006, 0.49037593603134155, 0.5202385783195496, 0.5009774565696716, 0.5213918685913086, 0.5117505192756653, 0.4792729616165161, 0.46954545378685, 0.5189052224159241, 0.46961715817451477, 0.5061898231506348, 0.5343535542488098, 0.5045204162597656, 0.48244649171829224, 0.518430769443512, 0.49668779969215393, 0.502898097038269, 0.5072504281997681, 0.4765588343143463, 0.5047798156738281, 0.4970729947090149, 0.5163392424583435, 0.4736672341823578, 0.48185256123542786, 0.49715372920036316, 0.49240490794181824, 0.4890648126602173, 0.4825528562068939, 0.4662807881832123, 0.5012907981872559, 0.5217186808586121, 0.4965392053127289, 0.5415552258491516, 0.46427303552627563, 0.4896529018878937, 0.4888332784175873, 0.48532384634017944, 0.48070499300956726, 0.49972042441368103, 0.5195353627204895, 0.4874584376811981, 0.49791601300239563, 0.48288217186927795, 0.5056027173995972, 0.5003293752670288, 0.480274498462677, 0.5027560591697693, 0.4993276000022888, 0.509028971195221, 0.4974760413169861, 0.5072624683380127, 0.5414479970932007, 0.47971656918525696, 0.4912746548652649, 0.5187131762504578, 0.4878406822681427]",0101001000111100101110101101010000000110100000010001101010110010,0001110100011001000110100000010011011100000100011010110100000000,????,does????,0.5989198995589939,53.125
"[0.4995552599430084, 0.5129188299179077, 0.4792368710041046, 0.5119713544845581, 0.4889245629310608, 0.4874110817909241, 0.5054064393043518, 0.4889584183692932, 0.4817087948322296, 0.49037766456604004, 0.5202413201332092, 0.5009785890579224, 0.5213944315910339, 0.511751651763916, 0.4792722463607788, 0.46954482793807983, 0.5189058184623718, 0.469616174697876, 0.5061904788017273, 0.5343559980392456, 0.5045217275619507, 0.4824469983577728, 0.5184311270713806, 0.4966881573200226, 0.5028992891311646, 0.5072512030601501, 0.47655895352363586, 0.504779577255249, 0.49707287549972534, 0.5163400173187256, 0.4736669659614563, 0.4818490147590637, 0.4971522390842438, 0.4924050271511078, 0.4890654981136322, 0.48255208134651184, 0.4662790298461914, 0.5012912750244141, 0.5217196941375732, 0.49653691053390503, 0.541557788848877, 0.46427083015441895, 0.48965272307395935, 0.48883339762687683, 0.4853232204914093, 0.4807042181491852, 0.4997204840183258, 0.5195359587669373, 0.4874558448791504, 0.49791374802589417, 0.4828804135322571, 0.5056034326553345, 0.5003291964530945, 0.48027071356773376, 0.5027560591697693, 0.49932700395584106, 0.5090264081954956, 0.49747875332832336, 0.5072607398033142, 0.5414496660232544, 0.47971558570861816, 0.49127262830734253, 0.5187149047851562, 0.48784181475639343]",0101001000111100101110101101010000000110100000010001101010110010,1000000011010110000101100001110100111101011001011000010000111001,????,amazing?,0.6581852276262145,45.3125
"[0.49955514073371887, 0.5129187107086182, 0.4792381823062897, 0.5119720697402954, 0.4889267385005951, 0.4874128997325897, 0.505402684211731, 0.4889601469039917, 0.48170873522758484, 0.49037525057792664, 0.5202374458312988, 0.5009769201278687, 0.5213906168937683, 0.5117501616477966, 0.4792734384536743, 0.46954581141471863, 0.5189048647880554, 0.4696175754070282, 0.506189227104187, 0.5343522429466248, 0.5045198798179626, 0.4824468195438385, 0.5184302926063538, 0.4966876804828644, 0.5028977394104004, 0.5072501301765442, 0.47655901312828064, 0.5047798752784729, 0.4970729947090149, 0.5163388848304749, 0.473667711019516, 0.481854110956192, 0.4971543252468109, 0.4924050271511078, 0.4890648126602173, 0.4825535714626312, 0.46628162264823914, 0.5012908577919006, 0.5217181444168091, 0.4965400993824005, 0.5415539145469666, 0.4642742872238159, 0.4896530210971832, 0.48883339762687683, 0.4853239953517914, 0.4807056486606598, 0.4997205436229706, 0.5195350050926208, 0.48745957016944885, 0.49791717529296875, 0.4828830659389496, 0.5056023001670837, 0.5003295540809631, 0.48027631640434265, 0.5027559995651245, 0.49932795763015747, 0.5090298652648926, 0.4974749684333801, 0.5072630643844604, 0.5414471626281738, 0.4797171354293823, 0.4912756383419037, 0.5187122225761414, 0.48784056305885315]",0101001000111100101110101101010000000110100000010001101010110010,0100101001111100010000101110101110101101001000100001000011101001,????,ride????,0.6715928664259788,53.125
"[0.4995552599430084, 0.5129188895225525, 0.4792366325855255, 0.5119713544845581, 0.4889242351055145, 0.48741087317466736, 0.5054070949554443, 0.4889582097530365, 0.4817087948322296, 0.4903779923915863, 0.5202418565750122, 0.5009788870811462, 0.5213950872421265, 0.5117518901824951, 0.4792720675468445, 0.4695446193218231, 0.5189060568809509, 0.4696159064769745, 0.5061907172203064, 0.5343565940856934, 0.5045220255851746, 0.48244693875312805, 0.5184313654899597, 0.49668821692466736, 0.5028994679450989, 0.5072513818740845, 0.47655895352363586, 0.504779577255249, 0.4970729351043701, 0.5163402557373047, 0.4736667573451996, 0.48184823989868164, 0.4971519410610199, 0.492404967546463, 0.48906561732292175, 0.48255184292793274, 0.466278612613678, 0.5012913346290588, 0.5217199921607971, 0.4965364634990692, 0.5415585041046143, 0.4642702639102936, 0.48965272307395935, 0.48883339762687683, 0.485323041677475, 0.4807039499282837, 0.49972036480903625, 0.5195361375808716, 0.487455278635025, 0.4979131519794464, 0.4828800559043884, 0.5056036114692688, 0.5003291368484497, 0.48026975989341736, 0.5027561187744141, 0.49932676553726196, 0.5090259909629822, 0.49747923016548157, 0.5072603821754456, 0.5414500832557678, 0.4797153174877167, 0.4912721812725067, 0.5187153816223145, 0.487841933965683]",0101001000111100101110101101010000000110100000010001101010110010,1111101101000010001100001000101101010111000110001111100100010010,????,outside?,0.6854700353895975,48.4375
"[0.49955520033836365, 0.5129188299179077, 0.47923773527145386, 0.5119723081588745, 0.4889261722564697, 0.48741257190704346, 0.5054033994674683, 0.4889599680900574, 0.48170867562294006, 0.4903755187988281, 0.5202381014823914, 0.5009773373603821, 0.5213914513587952, 0.511750340461731, 0.4792729914188385, 0.4695455729961395, 0.5189052224159241, 0.4696173667907715, 0.50618976354599, 0.5343531370162964, 0.5045199990272522, 0.48244616389274597, 0.5184309482574463, 0.4966879189014435, 0.5028977394104004, 0.5072502493858337, 0.4765588343143463, 0.5047799348831177, 0.49707311391830444, 0.5163390040397644, 0.4736670255661011, 0.48185333609580994, 0.49715396761894226, 0.4924047887325287, 0.48906469345092773, 0.4825529456138611, 0.46628111600875854, 0.5012906193733215, 0.5217185616493225, 0.4965396225452423, 0.541554868221283, 0.4642733633518219, 0.4896530210971832, 0.48883306980133057, 0.4853239953517914, 0.48070499300956726, 0.49972036480903625, 0.5195353627204895, 0.48745906352996826, 0.49791648983955383, 0.48288261890411377, 0.5056025981903076, 0.5003293752670288, 0.48027515411376953, 0.5027560591697693, 0.49932771921157837, 0.5090296864509583, 0.4974753260612488, 0.5072630047798157, 0.5414476990699768, 0.47971680760383606, 0.49127504229545593, 0.5187128782272339, 0.4878401756286621]",0101001000111100101110101101010000000110100000010001101010110010,0001001011000110111101000011101100101101100100011110010100110001,????,hot?????,0.6949948015013887,46.875
"[0.4995552599430084, 0.5129188299179077, 0.4792374074459076, 0.5119718313217163, 0.4889254868030548, 0.48741188645362854, 0.5054047107696533, 0.48895928263664246, 0.48170867562294006, 0.4903765022754669, 0.5202394723892212, 0.5009778738021851, 0.5213927030563354, 0.5117508172988892, 0.47927266359329224, 0.46954524517059326, 0.5189054012298584, 0.4696168601512909, 0.5061901211738586, 0.5343543291091919, 0.5045207738876343, 0.482446551322937, 0.5184309482574463, 0.4966879189014435, 0.5028984546661377, 0.5072506666183472, 0.4765588343143463, 0.5047797560691833, 0.49707287549972534, 0.5163394808769226, 0.47366708517074585, 0.4818514585494995, 0.49715325236320496, 0.49240490794181824, 0.4890649914741516, 0.48255252838134766, 0.4662801921367645, 0.5012908577919006, 0.5217189788818359, 0.49653851985931396, 0.5415560603141785, 0.46427232027053833, 0.4896528422832489, 0.4888332784175873, 0.4853236675262451, 0.48070472478866577, 0.49972042441368103, 0.5195355415344238, 0.48745766282081604, 0.4979152977466583, 0.482881635427475, 0.5056029558181763, 0.500329315662384, 0.4802732467651367, 0.5027560591697693, 0.4993274211883545, 0.5090281963348389, 0.49747684597969055, 0.5072619318962097, 0.5414485931396484, 0.4797162413597107, 0.49127402901649475, 0.5187137722969055, 0.48784103989601135]",0101001000111100101110101101010000000110100000010001101010110010,1010110010011110110011100010011111010111100000010000111111111011,????,door????,0.762284395802944,53.125
"[0.49955520033836365, 0.5129187703132629, 0.47923707962036133, 0.5119712948799133, 0.48892492055892944, 0.4874113202095032, 0.5054059624671936, 0.48895859718322754, 0.4817087948322296, 0.49037742614746094, 0.520240843296051, 0.5009783506393433, 0.521393895149231, 0.5117514729499817, 0.4792724549770355, 0.46954503655433655, 0.5189055800437927, 0.4696163237094879, 0.5061902403831482, 0.5343554615974426, 0.5045216083526611, 0.48244717717170715, 0.5184308290481567, 0.49668803811073303, 0.5028992295265198, 0.5072510242462158, 0.4765590727329254, 0.504779577255249, 0.49707287549972534, 0.516339898109436, 0.47366729378700256, 0.48184970021247864, 0.49715253710746765, 0.49240514636039734, 0.4890654981136322, 0.4825524091720581, 0.46627941727638245, 0.5012913346290588, 0.5217194557189941, 0.4965372681617737, 0.5415571928024292, 0.4642713963985443, 0.48965272307395935, 0.4888335168361664, 0.4853232204914093, 0.4807046055793762, 0.4997204840183258, 0.5195357203483582, 0.48745623230934143, 0.49791422486305237, 0.48288074135780334, 0.5056032538414001, 0.5003292560577393, 0.48027148842811584, 0.5027559995651245, 0.4993271231651306, 0.5090267658233643, 0.49747833609580994, 0.5072609186172485, 0.5414493083953857, 0.4797157943248749, 0.49127310514450073, 0.5187145471572876, 0.4878418743610382]",0101001000111100101110101101010000000110100000010001101010110010,0111001101011001101111010110010001101101001000101010100110010000,????,shown???,0.6979720554962322,56.25
"[0.49955514073371887, 0.5129186511039734, 0.47923773527145386, 0.5119714140892029, 0.4889258146286011, 0.4874120354652405, 0.5054044723510742, 0.4889592230319977, 0.48170873522758484, 0.4903765618801117, 0.5202392935752869, 0.500977635383606, 0.5213922262191772, 0.5117509365081787, 0.4792729914188385, 0.46954545378685, 0.5189051628112793, 0.4696168601512909, 0.5061895847320557, 0.5343539118766785, 0.5045209527015686, 0.48244738578796387, 0.5184303522109985, 0.49668779969215393, 0.5028986930847168, 0.5072506666183472, 0.4765591621398926, 0.5047796368598938, 0.49707287549972534, 0.5163395404815674, 0.47366777062416077, 0.4818516969680786, 0.49715331196784973, 0.4924052655696869, 0.4890653192996979, 0.4825531840324402, 0.4662804901599884, 0.5012912750244141, 0.5217188000679016, 0.49653857946395874, 0.5415555834770203, 0.4642728865146637, 0.4896527826786041, 0.48883363604545593, 0.48532354831695557, 0.4807053208351135, 0.49972060322761536, 0.5195352435112, 0.48745766282081604, 0.4979155957698822, 0.48288172483444214, 0.5056027770042419, 0.5003294348716736, 0.4802738428115845, 0.5027559399604797, 0.49932748079299927, 0.5090279579162598, 0.4974769651889801, 0.5072616934776306, 0.5414482951164246, 0.4797164499759674, 0.491274356842041, 0.5187134146690369, 0.4878416657447815]",0101001000111100101110101101010000000110100000010001101010110010,0001111100100011111011100010101001110000010001101001101111011000,????,cannot??,0.7025809880137541,45.3125
