prediction,predicted_bits,actual_bits,decrypted_predicted,decrypted_actual,cosine_similarity,per_sample_bit_accuracy
"[0.5211489796638489, 0.5329464673995972, 0.5237427353858948, 0.4933807849884033, 0.5105269551277161, 0.48887062072753906, 0.5048791766166687, 0.5171156525611877, 0.49154335260391235, 0.497967004776001, 0.4952235817909241, 0.5056340098381042, 0.5086274743080139, 0.49575528502464294, 0.47320398688316345, 0.5008046627044678, 0.4666200578212738, 0.4916430115699768, 0.490602046251297, 0.5024995803833008, 0.5128902792930603, 0.48790982365608215, 0.4933030307292938, 0.4976012706756592, 0.4962233304977417, 0.5044785737991333, 0.48069608211517334, 0.5070759654045105, 0.48968833684921265, 0.5316721796989441, 0.4752804636955261, 0.5056523084640503, 0.5219601392745972, 0.4894402325153351, 0.5077603459358215, 0.49726754426956177, 0.48973938822746277, 0.520729660987854, 0.4945433735847473, 0.4916509687900543, 0.5066914558410645, 0.4982408285140991, 0.5155222415924072, 0.502018928527832, 0.48764002323150635, 0.49689021706581116, 0.4866589307785034, 0.49954599142074585, 0.5071117281913757, 0.484870582818985, 0.5085009932518005, 0.5261635780334473, 0.49221980571746826, 0.48391827940940857, 0.48375117778778076, 0.48550793528556824, 0.493630588054657, 0.488302081823349, 0.49176037311553955, 0.4923601746559143, 0.4871533215045929, 0.519960343837738, 0.5152356028556824, 0.5213716626167297]",1110101100011001000110000101010110100100101100001011000000000111,1001011000111010111001110000011000100000111111001011110000110001,??,dog?????,0.694427926424222,50.0
"[0.5210627913475037, 0.5329046249389648, 0.5236636996269226, 0.4934878349304199, 0.5104803442955017, 0.48893266916275024, 0.5049009323120117, 0.5170397758483887, 0.49155545234680176, 0.49799486994743347, 0.4952642619609833, 0.5056570768356323, 0.5085484385490417, 0.49575740098953247, 0.4733279049396515, 0.5007922053337097, 0.46673429012298584, 0.4916735589504242, 0.49064576625823975, 0.5024406909942627, 0.5128509998321533, 0.48793432116508484, 0.49331289529800415, 0.49760597944259644, 0.4962178170681, 0.5044599175453186, 0.4807819724082947, 0.5071325302124023, 0.4897376298904419, 0.5315824151039124, 0.4754208028316498, 0.5056447386741638, 0.5218901634216309, 0.48944091796875, 0.5077248215675354, 0.49733468890190125, 0.48976951837539673, 0.5206302404403687, 0.494549036026001, 0.49168750643730164, 0.5067027807235718, 0.4982321262359619, 0.5154358148574829, 0.5020142793655396, 0.4876987040042877, 0.49683913588523865, 0.48666006326675415, 0.49949750304222107, 0.5070837140083313, 0.4849196672439575, 0.5085160732269287, 0.5260763168334961, 0.4922340214252472, 0.4839590787887573, 0.4837832450866699, 0.4855840504169464, 0.4936871826648712, 0.4883413314819336, 0.4917764663696289, 0.49235180020332336, 0.487118661403656, 0.5199204683303833, 0.5151295065879822, 0.5212857723236084]",1110101100011001000110000101010110100100101100001011000000000111,0101101001100100101011001001101110101110101101100111100011111011,??,blank???,0.7607151138529253,50.0
"[0.5210517048835754, 0.5328992009162903, 0.5236560106277466, 0.49349862337112427, 0.5104761719703674, 0.4889405369758606, 0.504902184009552, 0.5170320868492126, 0.49155890941619873, 0.49799662828445435, 0.49527233839035034, 0.5056599378585815, 0.5085386633872986, 0.4957556426525116, 0.4733428657054901, 0.500789999961853, 0.4667496681213379, 0.491676926612854, 0.49064990878105164, 0.5024338960647583, 0.512845516204834, 0.48793819546699524, 0.4933147430419922, 0.4976077675819397, 0.49621665477752686, 0.5044565200805664, 0.48079124093055725, 0.5071411728858948, 0.4897443652153015, 0.5315724015235901, 0.47543641924858093, 0.5056445002555847, 0.5218808054924011, 0.48944029211997986, 0.507723331451416, 0.49734166264533997, 0.4897727370262146, 0.5206202268600464, 0.49454763531684875, 0.4916946589946747, 0.5067067742347717, 0.4982318580150604, 0.515425980091095, 0.5020130276679993, 0.48770493268966675, 0.4968319535255432, 0.4866596460342407, 0.49949100613594055, 0.5070798397064209, 0.48492684960365295, 0.508518397808075, 0.5260682106018066, 0.49223431944847107, 0.48396584391593933, 0.4837867021560669, 0.48559150099754333, 0.49369344115257263, 0.4883456826210022, 0.4917789399623871, 0.4923512637615204, 0.4871158301830292, 0.5199140906333923, 0.5151149034500122, 0.5212731957435608]",1110101100011001000110000101010110100100101100001011000000000111,1001010010101011111101000001110011111110000010101100010101111100,??,does????,0.7237110506871313,39.0625
"[0.5210436582565308, 0.5328957438468933, 0.5236505270004272, 0.49350687861442566, 0.5104723572731018, 0.48894578218460083, 0.5049039125442505, 0.5170267224311829, 0.49156108498573303, 0.49799877405166626, 0.49527645111083984, 0.505662202835083, 0.5085318684577942, 0.49575406312942505, 0.47335296869277954, 0.5007883906364441, 0.46675944328308105, 0.4916786551475525, 0.49065253138542175, 0.5024292469024658, 0.5128418803215027, 0.4879409074783325, 0.4933159053325653, 0.4976091682910919, 0.49621641635894775, 0.5044541358947754, 0.48079702258110046, 0.5071468353271484, 0.48974964022636414, 0.5315654873847961, 0.47544679045677185, 0.5056436657905579, 0.5218743085861206, 0.48943862318992615, 0.5077213048934937, 0.49734601378440857, 0.4897749125957489, 0.5206122398376465, 0.4945472776889801, 0.4916997253894806, 0.5067090392112732, 0.49823179841041565, 0.5154184699058533, 0.5020119547843933, 0.4877091348171234, 0.4968263506889343, 0.4866607189178467, 0.49948734045028687, 0.5070775151252747, 0.4849317967891693, 0.5085208415985107, 0.5260623693466187, 0.492235004901886, 0.48396992683410645, 0.48379021883010864, 0.48559635877609253, 0.49369752407073975, 0.48834872245788574, 0.4917798638343811, 0.49235138297080994, 0.48711344599723816, 0.5199095606803894, 0.5151048302650452, 0.5212652087211609]",1110101100011001000110000101010110100100101100001011000000000111,1101011100000111011000011010001000011111011011011000001100001110,??,amazing?,0.6938479815189017,40.625
"[0.5211494565010071, 0.5329474806785583, 0.523743212223053, 0.4933795630931854, 0.5105292797088623, 0.48887133598327637, 0.5048785209655762, 0.5171153545379639, 0.4915429949760437, 0.4979667365550995, 0.49522334337234497, 0.5056337714195251, 0.5086287260055542, 0.495755136013031, 0.47320204973220825, 0.5008054971694946, 0.46662020683288574, 0.4916422665119171, 0.49060168862342834, 0.5025004744529724, 0.5128898620605469, 0.4879097044467926, 0.4933026134967804, 0.4976012706756592, 0.49622252583503723, 0.5044798254966736, 0.48069655895233154, 0.5070745944976807, 0.4896867871284485, 0.5316725373268127, 0.4752780497074127, 0.5056522488594055, 0.5219600200653076, 0.48944011330604553, 0.5077603459358215, 0.4972670078277588, 0.48973917961120605, 0.5207306742668152, 0.4945426285266876, 0.49165114760398865, 0.5066906213760376, 0.49824070930480957, 0.5155224800109863, 0.5020193457603455, 0.487639844417572, 0.4968912899494171, 0.4866609573364258, 0.4995470643043518, 0.5071104168891907, 0.4848692715167999, 0.5085012316703796, 0.5261636972427368, 0.49221929907798767, 0.4839189946651459, 0.4837510585784912, 0.48550665378570557, 0.49363070726394653, 0.48830312490463257, 0.4917607307434082, 0.4923599362373352, 0.4871538579463959, 0.5199597477912903, 0.5152368545532227, 0.5213727951049805]",1110101100011001000110000101010110100100101100001011000000000111,0110101000100101011111100001111011101110011101111100001000001010,??,ride????,0.7309990872335285,54.6875
"[0.5210466384887695, 0.5328971147537231, 0.5236527323722839, 0.4935033917427063, 0.5104739665985107, 0.4889437258243561, 0.5049030184745789, 0.5170289278030396, 0.4915603995323181, 0.4979979395866394, 0.49527525901794434, 0.505661129951477, 0.5085344314575195, 0.4957544803619385, 0.4733492434024811, 0.5007888674736023, 0.46675580739974976, 0.4916779398918152, 0.4906516671180725, 0.5024309754371643, 0.512843132019043, 0.48793989419937134, 0.49331554770469666, 0.49760884046554565, 0.4962165355682373, 0.5044548511505127, 0.4807946979999542, 0.5071447491645813, 0.48974764347076416, 0.5315684080123901, 0.4754427969455719, 0.5056441426277161, 0.521876871585846, 0.4894394278526306, 0.5077224969863892, 0.497344434261322, 0.48977410793304443, 0.5206155776977539, 0.494547039270401, 0.49169790744781494, 0.5067082047462463, 0.49823197722435, 0.515421450138092, 0.502012312412262, 0.48770737648010254, 0.4968282878398895, 0.48666006326675415, 0.4994886517524719, 0.507078230381012, 0.48492997884750366, 0.5085198879241943, 0.5260649919509888, 0.4922346770763397, 0.48396873474121094, 0.48378849029541016, 0.48559439182281494, 0.4936959445476532, 0.4883476197719574, 0.49177971482276917, 0.49235138297080994, 0.48711439967155457, 0.5199110507965088, 0.515108585357666, 0.5212678909301758]",1110101100011001000110000101010110100100101100001011000000000111,1110111011100100000111101000010000110000100110110000001010110010,??,outside?,0.6639362923789521,51.5625
"[0.5211490392684937, 0.5329466462135315, 0.5237428545951843, 0.4933805465698242, 0.5105273127555847, 0.488870769739151, 0.5048790574073792, 0.517115592956543, 0.49154335260391235, 0.4979669749736786, 0.4952235817909241, 0.5056339502334595, 0.508627712726593, 0.49575525522232056, 0.4732036590576172, 0.5008048415184021, 0.4666200578212738, 0.49164292216300964, 0.4906019866466522, 0.5024996995925903, 0.5128902196884155, 0.48790982365608215, 0.4933029115200043, 0.4976012706756592, 0.49622324109077454, 0.5044787526130676, 0.4806961417198181, 0.5070756673812866, 0.48968803882598877, 0.5316721796989441, 0.4752800762653351, 0.5056523084640503, 0.5219601392745972, 0.4894402325153351, 0.5077603459358215, 0.497267484664917, 0.489739328622818, 0.5207298398017883, 0.49454325437545776, 0.4916509687900543, 0.5066913366317749, 0.4982408285140991, 0.5155222415924072, 0.5020190477371216, 0.48764002323150635, 0.4968903362751007, 0.48665931820869446, 0.4995461702346802, 0.5071114897727966, 0.4848703444004059, 0.5085010528564453, 0.526163637638092, 0.4922197461128235, 0.4839184284210205, 0.48375117778778076, 0.48550769686698914, 0.493630588054657, 0.4883023202419281, 0.49176037311553955, 0.49236011505126953, 0.48715338110923767, 0.5199602246284485, 0.5152358412742615, 0.5213719010353088]",1110101100011001000110000101010110100100101100001011000000000111,1001010010000010111010100001001011110000011001001010111010011011,??,hot?????,0.6694151154803022,43.75
"[0.5210493206977844, 0.5328982472419739, 0.5236545205116272, 0.4935007095336914, 0.5104751586914062, 0.48894202709198, 0.5049024820327759, 0.517030656337738, 0.4915596544742584, 0.4979971647262573, 0.49527379870414734, 0.5056604146957397, 0.508536696434021, 0.49575507640838623, 0.47334587574005127, 0.5007894039154053, 0.4667525887489319, 0.4916773736476898, 0.49065083265304565, 0.5024325251579285, 0.5128443837165833, 0.4879390001296997, 0.493315190076828, 0.49760836362838745, 0.49621665477752686, 0.5044556260108948, 0.4807928502559662, 0.5071428418159485, 0.4897459149360657, 0.5315706729888916, 0.4754393994808197, 0.5056443810462952, 0.5218790173530579, 0.4894399344921112, 0.5077230930328369, 0.49734294414520264, 0.48977336287498474, 0.520618200302124, 0.49454715847969055, 0.49169617891311646, 0.506707489490509, 0.4982319176197052, 0.5154239535331726, 0.5020126700401306, 0.4877060353755951, 0.49683019518852234, 0.4866597056388855, 0.4994898736476898, 0.5070790648460388, 0.48492830991744995, 0.5085190534591675, 0.5260668396949768, 0.4922344386577606, 0.4839673638343811, 0.4837873876094818, 0.48559287190437317, 0.49369460344314575, 0.4883466064929962, 0.49177929759025574, 0.49235132336616516, 0.48711520433425903, 0.519912600517273, 0.5151119232177734, 0.5212705731391907]",1110101100011001000110000101010110100100101100001011000000000111,0010001011101001111000010011101100001000001000001011110100110000,??,door????,0.6335783998440165,48.4375
"[0.5211417078971863, 0.5329434275627136, 0.5237353444099426, 0.49339425563812256, 0.5105187296867371, 0.48887521028518677, 0.504882276058197, 0.5171088576316833, 0.49154454469680786, 0.49797120690345764, 0.4952279031276703, 0.5056366920471191, 0.5086191296577454, 0.4957553446292877, 0.4732181131839752, 0.5007994174957275, 0.4666271209716797, 0.49164602160453796, 0.49060913920402527, 0.5024926662445068, 0.5128918290138245, 0.4879121482372284, 0.4933035969734192, 0.49760138988494873, 0.4962252378463745, 0.5044755935668945, 0.480700820684433, 0.5070840120315552, 0.4896935522556305, 0.5316644310951233, 0.47529667615890503, 0.5056530833244324, 0.5219569206237793, 0.4894401729106903, 0.5077555179595947, 0.4972762167453766, 0.4897404909133911, 0.5207207202911377, 0.49454566836357117, 0.4916534125804901, 0.5066962838172913, 0.4982414245605469, 0.515513002872467, 0.5020200610160828, 0.48764386773109436, 0.49688291549682617, 0.4866533875465393, 0.49953800439834595, 0.5071132183074951, 0.4848778545856476, 0.5085023045539856, 0.5261567831039429, 0.4922212064266205, 0.4839206635951996, 0.48375144600868225, 0.4855166971683502, 0.4936351180076599, 0.48830196261405945, 0.4917612075805664, 0.4923582077026367, 0.48714888095855713, 0.5199586153030396, 0.5152256488800049, 0.5213620662689209]",1110101100011001000110000101010110100100101100001011000000000111,0101100000101111100111101001110011111100011110001110110110001000,??,shown???,0.7383997738041795,50.0
"[0.5211507081985474, 0.5329501628875732, 0.5237444639205933, 0.4933757781982422, 0.5105355978012085, 0.48887306451797485, 0.5048758387565613, 0.5171146988868713, 0.49154213070869446, 0.49796566367149353, 0.495222806930542, 0.5056333541870117, 0.5086317658424377, 0.4957546591758728, 0.4731968343257904, 0.5008077025413513, 0.4666207730770111, 0.49164026975631714, 0.4906008839607239, 0.5025027990341187, 0.5128883719444275, 0.48790913820266724, 0.4933013916015625, 0.4976015090942383, 0.4962204098701477, 0.5044835805892944, 0.4806980490684509, 0.5070708394050598, 0.48968273401260376, 0.5316740870475769, 0.4752715826034546, 0.505652129650116, 0.5219597816467285, 0.4894396960735321, 0.5077606439590454, 0.49726513028144836, 0.4897387623786926, 0.520733654499054, 0.4945400655269623, 0.4916516840457916, 0.5066887736320496, 0.4982403814792633, 0.5155236124992371, 0.502020001411438, 0.48763933777809143, 0.49689462780952454, 0.4866657555103302, 0.4995499849319458, 0.5071070790290833, 0.4848659634590149, 0.5085015892982483, 0.5261642336845398, 0.4922178387641907, 0.4839212894439697, 0.48375004529953003, 0.48550286889076233, 0.49363085627555847, 0.4883049428462982, 0.4917618930339813, 0.492359459400177, 0.48715507984161377, 0.5199576020240784, 0.5152404308319092, 0.5213753581047058]",1110101100011001000110000101010110100100101100001011000000000111,1001001001011100101010010010100111011001100111011011010101100011,??,cannot??,0.7173677896869084,50.0
