Test Loss: 0.36933284997940063
Bit-Level Accuracy: 86.14%
prediction,predicted_bits,actual_bits
"[0.10204800218343735, 0.9997462630271912, 0.0005661338218487799, 0.9999998807907104, 0.9718933701515198, 0.9910795092582703, 0.9998321533203125, 0.999846339225769, 0.33302322030067444, 0.008798944763839245, 0.9999994039535522, 0.010590535588562489, 0.8299145698547363, 0.9970364570617676, 0.9913452863693237, 0.999994158744812, 0.40471434593200684, 0.97281813621521, 0.9999929666519165, 0.9999947547912598, 0.13824479281902313, 0.8248046636581421, 5.224235621881235e-08, 0.9999721050262451, 0.7051247358322144, 0.2264486700296402, 0.002821979345753789, 0.999984860420227, 0.5829977989196777, 0.2469559609889984, 0.0005763730150647461, 0.0002131166256731376, 0.5871936082839966, 0.0124812638387084, 0.9699108004570007, 0.9989309906959534, 0.10615851730108261, 0.14807891845703125, 0.9677974581718445, 2.2713611258495803e-07, 0.9242250919342041, 0.0012073088437318802, 0.00012170076661277562, 0.9967554211616516, 0.9171035885810852, 0.20161834359169006, 0.9999656677246094, 9.339318057755008e-05, 0.6745805740356445, 0.9999696016311646, 0.008375676348805428, 0.9999128580093384, 0.9378147721290588, 0.345571905374527, 0.0018474982352927327, 0.9999895095825195, 0.16975663602352142, 0.2961139380931854, 0.9998632669448853, 0.999980092048645, 0.5107173323631287, 0.2127152681350708, 0.0031553050503134727, 0.9904575347900391]",0101111100101111011101011001100010110010100110101101100100111001,0101111100101111011101011001100000110010100110101101100110111001
"[0.9953206181526184, 0.9999905824661255, 2.4467550208129296e-10, 1.0, 0.9989897608757019, 0.999984622001648, 0.00992604810744524, 1.028330415611678e-12, 1.2656444596359506e-05, 0.9996606111526489, 0.0014755312586203218, 1.0, 0.00018921664741355926, 0.08891646564006805, 1.6775000277746699e-09, 1.0, 0.006879530847072601, 0.9833614230155945, 0.00012163661449449137, 1.0, 0.8461461067199707, 0.6387232542037964, 2.3298871645390703e-18, 1.3308065506557334e-16, 0.9942018389701843, 0.4667891561985016, 8.594133182882047e-10, 1.0, 0.0008500029798597097, 0.006383347325026989, 0.24341000616550446, 1.0, 0.9995018243789673, 0.23405392467975616, 1.0, 8.850190715101614e-15, 0.9928557872772217, 0.08673788607120514, 0.0014045104617252946, 6.117399661757135e-17, 0.9824956655502319, 0.36330363154411316, 1.0, 4.317876180081904e-17, 0.9999673366546631, 0.9990893602371216, 4.825805532959748e-09, 1.0, 0.9889670014381409, 0.9833817481994629, 0.006870531942695379, 5.023005432984895e-16, 0.036914076656103134, 0.11284829676151276, 2.573374727286165e-13, 1.0, 0.5662446618080139, 0.26625967025756836, 0.000830045435577631, 1.0, 0.9329949617385864, 0.8448756337165833, 0.43682605028152466, 3.678336931919879e-13]",1101110001010001010111001001000110101000101011011100000110011100,1101110001010001000110001001001111101100101011011100010100011000
"[0.01665564998984337, 0.040830325335264206, 2.9348909413862145e-10, 1.0, 0.885211706161499, 0.9987433552742004, 1.0, 1.0, 0.41669902205467224, 0.9648833274841309, 1.0664022833187237e-12, 5.039427902753246e-11, 0.8840659856796265, 0.8143495321273804, 1.0, 1.0, 0.8514904379844666, 0.07881458103656769, 4.286298399547306e-11, 1.0, 0.00542049016803503, 0.5438902378082275, 4.887978216627786e-11, 1.5253708340878802e-07, 0.5743981599807739, 0.009817768819630146, 2.205044813408108e-09, 8.634312882727091e-12, 0.5597080588340759, 0.8604755401611328, 1.0, 2.636652560780023e-13, 0.7576298713684082, 9.80797631200403e-05, 1.2490565248768348e-09, 4.2898334884355904e-10, 0.07539503276348114, 0.3438152074813843, 3.8021858881839843e-13, 6.822342690782079e-10, 0.9912554025650024, 2.8826700145145878e-05, 1.7421442760623407e-11, 3.8018341946832734e-11, 0.7663718461990356, 0.5642349123954773, 1.0, 6.62912866961074e-12, 0.22613300383090973, 0.0048937927931547165, 1.0, 1.307114985138469e-07, 0.9590368270874023, 0.5249810218811035, 1.0, 2.8595710326560775e-13, 0.18611575663089752, 0.33528077602386475, 4.357756822059855e-09, 6.524458707676817e-13, 0.7433831691741943, 0.01150683593004942, 3.772717693806271e-10, 1.4689366042985874e-11]",0001111101001111100101001000111010000000100011100010111000001000,0001111101001111000100001100111000000100100011101010111010001000
"[0.0909523293375969, 0.999263346195221, 0.9731038808822632, 4.3794832343957424e-11, 0.8940306305885315, 0.6062572598457336, 0.9999665021896362, 1.5613221826527024e-09, 0.0001213976793223992, 0.9992017149925232, 4.680082838603994e-06, 1.0, 0.015709634870290756, 0.8252008557319641, 0.9628664255142212, 0.41002869606018066, 0.04274467006325722, 0.052388764917850494, 0.020267082378268242, 0.00015705946134403348, 0.46688199043273926, 0.011289628222584724, 2.878682607843075e-06, 0.9999260902404785, 0.9023621678352356, 0.8668246269226074, 0.010644468478858471, 0.8012195229530334, 0.9177194237709045, 0.13879521191120148, 0.9954025745391846, 2.6737387859299133e-09, 0.2659505307674408, 0.9902046918869019, 1.7864889741758816e-05, 1.0, 0.9995606541633606, 0.029546577483415604, 0.9744008183479309, 2.7074233562513885e-17, 0.9859404563903809, 0.07838136702775955, 0.9995689988136292, 1.0, 0.9999998807907104, 0.43383699655532837, 3.737663428182714e-05, 0.8124571442604065, 0.5444909334182739, 0.9859421849250793, 0.939802348613739, 2.1669448813099734e-07, 0.008877839893102646, 0.8378639817237854, 0.0004510923754423857, 2.1906329493504018e-05, 0.9705929756164551, 0.16293717920780182, 5.7454948546364903e-05, 0.7762672901153564, 0.1013806089758873, 0.5973619222640991, 0.9539130926132202, 0.9999996423721313]",0110111001010110000000011101101001011010101110011110010010010111,1110111001011011010000010101011010011010001110011010000010010011
"[0.0014314483851194382, 0.9993165731430054, 3.237194690086653e-08, 1.0, 0.19286923110485077, 0.9990023970603943, 0.9999998807907104, 1.0, 0.9964943528175354, 0.9998424053192139, 6.000169605613337e-08, 1.9347758950516436e-09, 0.8489648103713989, 0.9950053095817566, 0.9999997615814209, 1.0, 0.007894963957369328, 0.9361783266067505, 5.283003702061251e-06, 1.0, 0.14785458147525787, 0.31864631175994873, 6.373284122673795e-09, 7.8445268059113e-08, 0.9906858801841736, 0.20190522074699402, 2.281712880858322e-07, 7.950400338074814e-09, 0.12558017671108246, 0.32241666316986084, 1.0, 5.653162382657229e-09, 0.19912876188755035, 0.11958088725805283, 1.0097597424874039e-07, 5.048976792210169e-09, 5.5240201618289575e-05, 0.3612620234489441, 1.4784724555738649e-07, 1.3185854186303914e-08, 0.5842037200927734, 0.6191757321357727, 5.201882231631316e-06, 3.4716500785236803e-09, 0.20111271739006042, 0.9041843414306641, 0.999998927116394, 2.1906159108908696e-09, 0.8292616605758667, 0.9933630228042603, 0.999998927116394, 3.5628922887553927e-06, 0.6286448836326599, 0.3189135491847992, 0.9999998807907104, 1.530084858814007e-08, 0.3195076584815979, 0.0002598396094981581, 2.7338849406532972e-08, 5.074464848320304e-09, 0.7895827889442444, 0.8701469302177429, 1.3349475125323806e-07, 7.755335040826594e-09]",0101011111001111010100001000001000000000110001101110101000001100,0101011111001111100101001000111011000000000001100110101010001100
"[0.4894414246082306, 0.6488824486732483, 0.9408431053161621, 1.529241126263514e-05, 0.5266051292419434, 0.8163464665412903, 0.9759002327919006, 7.400958565995097e-05, 0.09874177724123001, 0.4796506464481354, 0.007013156544417143, 0.9999972581863403, 0.24581430852413177, 0.9171353578567505, 0.7464075684547424, 0.0006751366308890283, 0.8104867935180664, 0.39308100938796997, 0.0669511929154396, 0.09138816595077515, 0.028373440727591515, 0.6605215668678284, 0.02786627598106861, 0.9997422099113464, 0.6543557047843933, 0.7968677878379822, 0.04194360971450806, 0.0019033318385481834, 0.5038769841194153, 0.6477881073951721, 0.8988237380981445, 5.815797521790955e-06, 0.7124034762382507, 0.15394654870033264, 0.009098032489418983, 0.9999892711639404, 0.4031613767147064, 0.6733188033103943, 0.5556985139846802, 2.963910361586386e-08, 0.9358143210411072, 0.27430063486099243, 0.58810955286026, 0.9999905824661255, 0.38524922728538513, 0.45449820160865784, 0.04769663140177727, 0.01389817614108324, 0.1589931696653366, 0.6243206262588501, 0.879332959651947, 0.04401535913348198, 0.6249473094940186, 0.4484320282936096, 0.2938939332962036, 4.4530275772558525e-05, 0.5392796993255615, 0.5556681752204895, 0.08965545147657394, 0.001956183696165681, 0.40653273463249207, 0.4786740839481354, 0.6677600145339966, 0.9999954700469971]",0110111000010110100001011100111010010110101100000110100011000011,1100101000011000011000011000111010011100101101000000011011000101
"[0.01208858098834753, 1.0, 6.095877779443981e-06, 0.9999998807907104, 0.9994968175888062, 3.1656705687055364e-05, 0.9999914169311523, 0.9999996423721313, 1.2085781975201826e-07, 0.8205645084381104, 1.0, 1.8913696067102137e-06, 0.9060819149017334, 0.00011079686373705044, 0.9999502897262573, 0.999998927116394, 0.15334898233413696, 0.025571778416633606, 0.9999998807907104, 0.9999974966049194, 0.9006626605987549, 0.02031673677265644, 2.3538727589311748e-07, 1.0, 0.08283787220716476, 1.8702314264373854e-05, 1.720223190204706e-05, 1.0, 0.06019487977027893, 0.5317230820655823, 1.6585163242766043e-09, 1.175755315330207e-08, 0.30476734042167664, 0.9694011211395264, 0.9999998807907104, 1.0, 0.9977598190307617, 0.9999830722808838, 0.9999990463256836, 9.509055869105776e-12, 0.01965581253170967, 0.9999066591262817, 3.8407722513511544e-07, 1.0, 0.9999988079071045, 0.0012217496987432241, 0.9999991655349731, 7.657227030222202e-08, 0.8628431558609009, 1.0, 6.053894594515441e-07, 1.0, 0.015621217899024487, 0.9934961795806885, 4.324568294578057e-07, 1.0, 0.9996242523193359, 0.1273101270198822, 1.0, 1.0, 0.1888273060321808, 0.2875446677207947, 0.00024235619639512151, 1.0]",0101101101101011001110010001010001111110010110101101010110110001,0101101100101011001110010001000001111110010110101101010110110001
"[0.0885777398943901, 0.16036365926265717, 4.449712776022352e-07, 1.0, 0.6334984302520752, 0.8523733615875244, 0.9999994039535522, 1.0, 0.42365846037864685, 0.7725867629051208, 7.936840518141253e-09, 1.0872507338888227e-08, 0.709695041179657, 0.5249719023704529, 0.9999998807907104, 0.9999996423721313, 0.8589039444923401, 0.1559995859861374, 3.840606765947996e-08, 1.0, 0.019149035215377808, 0.7876614928245544, 5.993981488927602e-08, 9.519510058453307e-06, 0.3389042913913727, 0.10472942888736725, 9.236692335434782e-07, 1.0173547337899436e-08, 0.67842698097229, 0.910818874835968, 1.0, 4.0948011648112015e-10, 0.8370981812477112, 0.0006177520845085382, 2.7978261485372968e-08, 1.3256772035674658e-07, 0.0928427055478096, 0.015385894104838371, 3.51072920734552e-10, 3.7395017216113047e-07, 0.9020116329193115, 4.572076431941241e-05, 2.575649915570466e-08, 5.595651941803226e-09, 0.21032929420471191, 0.5462154150009155, 1.0, 1.6273500325070245e-09, 0.15522906184196472, 0.0940675213932991, 0.9999998807907104, 3.6149674542684807e-06, 0.8681807518005371, 0.35662081837654114, 1.0, 1.9485439650690495e-10, 0.3155706822872162, 0.7196304798126221, 4.662689789824981e-08, 1.852009434699653e-09, 0.6454226970672607, 0.12275777012109756, 8.269114459835691e-08, 1.565260920877165e-09]",0001111101001111100101000000111010000000100001100010101001001000,0101101101001011010100001100101000000000100011101110111010001100
"[7.267580076586455e-05, 0.10010119527578354, 0.03241762891411781, 1.0, 0.00026157035608775914, 0.21364128589630127, 0.024802016094326973, 5.0523503887234256e-06, 0.999494194984436, 0.07888460904359818, 0.06363066285848618, 0.9999974966049194, 0.9887140393257141, 0.015427912585437298, 0.00496504083275795, 1.0, 0.003545212559401989, 0.4076635241508484, 0.27651888132095337, 0.999995231628418, 0.2587844431400299, 0.6796550750732422, 0.00027668761322274804, 1.0774472460062245e-11, 0.9999953508377075, 0.9789982438087463, 4.5465455400517385e-08, 0.9999597072601318, 0.002014512661844492, 0.9067993760108948, 0.8728616237640381, 0.9999998807907104, 0.5773802995681763, 2.816044980136212e-05, 0.9986441731452942, 9.128928724067009e-08, 5.480257136980526e-09, 0.014684661291539669, 0.5844663977622986, 2.143346264360524e-13, 0.8478785753250122, 0.00019356962002348155, 0.9999972581863403, 8.115992877755218e-10, 0.27165547013282776, 0.280834823846817, 0.00024266743275802583, 0.9999983310699463, 0.924731433391571, 0.38808849453926086, 0.013944369740784168, 1.4017697367307846e-06, 0.9630345702171326, 0.7317518591880798, 0.00036955985706299543, 0.9999992847442627, 0.010920385830104351, 0.9694072008132935, 0.3092370629310608, 0.9998388290405273, 0.9261074662208557, 0.17428846657276154, 0.016040747985243797, 1.990838143228757e-07]",0001000010011001000101001101011110100010101000011000110101011000,0001001010011001001100001101010100100010101000011010110101011010
"[0.10552462190389633, 0.9998437166213989, 0.6500329971313477, 1.0, 0.9999635219573975, 0.9949754476547241, 0.9992859959602356, 1.0, 1.1332934235497305e-07, 0.9998682737350464, 0.030683400109410286, 0.999076247215271, 0.003694237442687154, 0.9961202144622803, 0.7538803219795227, 8.972742193691374e-07, 0.08306686580181122, 0.9998493194580078, 0.08381207287311554, 1.2405364202550118e-07, 0.9998358488082886, 0.0006316120270639658, 0.00045682466588914394, 9.928210475962373e-10, 0.0010189944878220558, 0.8180165886878967, 0.26431864500045776, 0.9999912977218628, 0.8842930197715759, 0.02413290925323963, 0.9261807799339294, 0.9999986886978149, 0.9982771873474121, 0.0001243032020283863, 0.08521323651075363, 5.914183726085653e-11, 0.999103307723999, 0.9172589182853699, 0.0022609506268054247, 7.315158813978387e-14, 0.0035312992986291647, 0.9202792048454285, 0.9995525479316711, 9.160493544269066e-13, 1.0, 0.7268490195274353, 0.07347379624843597, 5.331994221147163e-11, 0.39832907915115356, 0.2541066110134125, 0.011251910589635372, 1.2377954217157594e-10, 0.006155489012598991, 0.9360190033912659, 0.9998586177825928, 1.6528288737660546e-09, 0.9991604089736938, 0.03620713949203491, 0.11174272000789642, 0.9999943971633911, 0.1362646520137787, 0.9353367686271667, 0.922607958316803, 0.9999997615814209]",0111111101010110010010000101101110001100011011000000011010010111,0111111101110100001010000001101111101100001011100100011010110111
