prediction,predicted_bits,actual_bits,decrypted_predicted,decrypted_actual,cosine_similarity,per_sample_bit_accuracy
"[0.4937136173248291, 0.4777718782424927, 0.4830731749534607, 0.5160607099533081, 0.4760230779647827, 0.49791333079338074, 0.5158427357673645, 0.48908865451812744, 0.4767122268676758, 0.5171672105789185, 0.5071877241134644, 0.5102195739746094, 0.4714124798774719, 0.5111867189407349, 0.5179679989814758, 0.4910924732685089, 0.49525773525238037, 0.5033239722251892, 0.4961034953594208, 0.503658652305603, 0.5304542779922485, 0.5175766944885254, 0.48481184244155884, 0.476656973361969, 0.5005011558532715, 0.487846314907074, 0.5053073167800903, 0.5138419270515442, 0.5038745403289795, 0.4976772665977478, 0.4973296821117401, 0.5098696947097778, 0.5091380476951599, 0.5131988525390625, 0.5152456760406494, 0.517950713634491, 0.4899959862232208, 0.5193877816200256, 0.5234825611114502, 0.5092768669128418, 0.49432283639907837, 0.5015028119087219, 0.4808456301689148, 0.5240914225578308, 0.4724676311016083, 0.5036181211471558, 0.48981785774230957, 0.480202317237854, 0.5138587951660156, 0.5193579792976379, 0.5057177543640137, 0.5158570408821106, 0.4951246678829193, 0.5095149278640747, 0.48715803027153015, 0.4905032515525818, 0.5015800595283508, 0.5075696706771851, 0.5469362139701843, 0.49342066049575806, 0.5098862648010254, 0.4768068492412567, 0.513630747795105, 0.5109425187110901]",0001001001110110010111001011100111110111010101001111010011101011,1100110101101100001000110011001101010000110100001101011001111011,AB1>,ޤ_	,0.708755868863281,51.5625
"[0.4937116503715515, 0.4777693748474121, 0.48307183384895325, 0.5160599946975708, 0.4760201573371887, 0.4979133903980255, 0.5158435106277466, 0.489086389541626, 0.47671061754226685, 0.5171692371368408, 0.5071882009506226, 0.5102190971374512, 0.4714103043079376, 0.5111863017082214, 0.517967700958252, 0.49109017848968506, 0.49525901675224304, 0.5033268928527832, 0.4961051940917969, 0.5036607384681702, 0.5304538011550903, 0.5175778269767761, 0.484811395406723, 0.47665584087371826, 0.5005009174346924, 0.4878474473953247, 0.5053067207336426, 0.5138408541679382, 0.5038732290267944, 0.49767494201660156, 0.49732890725135803, 0.5098721981048584, 0.5091410875320435, 0.5131988525390625, 0.5152474641799927, 0.5179511308670044, 0.48999667167663574, 0.5193877816200256, 0.5234838724136353, 0.5092765688896179, 0.4943210184574127, 0.5015032887458801, 0.48084497451782227, 0.5240916609764099, 0.4724658727645874, 0.5036177039146423, 0.4898197650909424, 0.48020175099372864, 0.5138593912124634, 0.5193566083908081, 0.5057147145271301, 0.5158560276031494, 0.4951249063014984, 0.5095161199569702, 0.48715949058532715, 0.49050307273864746, 0.5015783309936523, 0.5075726509094238, 0.5469388961791992, 0.4934206008911133, 0.5098873376846313, 0.47680604457855225, 0.5136290192604065, 0.5109444856643677]",0001001001110110010111001011100111110111010101001111010011101011,0001110000010100110101011101111111110011101010011000010101110000,AB1>,|]ug,0.7192643478390051,53.125
"[0.49371257424354553, 0.47777047753334045, 0.4830723702907562, 0.516060471534729, 0.47602149844169617, 0.4979133903980255, 0.5158432722091675, 0.48908746242523193, 0.4767112135887146, 0.5171683430671692, 0.507188081741333, 0.510219395160675, 0.47141122817993164, 0.5111865401268005, 0.5179679989814758, 0.4910913407802582, 0.4952581822872162, 0.5033252835273743, 0.4961042106151581, 0.503659725189209, 0.5304545760154724, 0.5175774097442627, 0.484811395406723, 0.4766562283039093, 0.5005010366439819, 0.4878467619419098, 0.5053070783615112, 0.513841450214386, 0.5038740634918213, 0.4976760149002075, 0.4973292052745819, 0.5098711252212524, 0.5091397166252136, 0.513198971748352, 0.5152466297149658, 0.517951250076294, 0.4899962246417999, 0.5193878412246704, 0.5234833359718323, 0.5092770457267761, 0.49432173371315, 0.5015031695365906, 0.4808450937271118, 0.5240917801856995, 0.47246646881103516, 0.503618061542511, 0.4898187816143036, 0.48020175099372864, 0.5138592720031738, 0.5193573236465454, 0.5057164430618286, 0.5158568620681763, 0.49512460827827454, 0.509515643119812, 0.48715871572494507, 0.49050313234329224, 0.5015791654586792, 0.5075710415840149, 0.5469380617141724, 0.49342048168182373, 0.5098868012428284, 0.4768061935901642, 0.5136299729347229, 0.5109436511993408]",0001001001110110010111001011100111110111010101001111010011101011,0101110110010111100100011001100101011011000110101101000011011000,AB1>,pTO2,0.7072120725162124,54.6875
"[0.49371203780174255, 0.47776976227760315, 0.4830719530582428, 0.5160602927207947, 0.4760206937789917, 0.4979133903980255, 0.5158435106277466, 0.4890868365764618, 0.476710706949234, 0.5171689391136169, 0.5071882605552673, 0.5102192163467407, 0.4714105725288391, 0.511186420917511, 0.517967939376831, 0.49109068512916565, 0.49525853991508484, 0.5033260583877563, 0.4961046576499939, 0.5036603212356567, 0.5304545164108276, 0.5175777673721313, 0.4848112165927887, 0.4766557812690735, 0.5005009770393372, 0.48784705996513367, 0.5053068995475769, 0.5138412117958069, 0.5038737058639526, 0.49767541885375977, 0.4973290264606476, 0.5098718404769897, 0.5091405510902405, 0.5131990313529968, 0.515247106552124, 0.5179513692855835, 0.48999646306037903, 0.5193878412246704, 0.5234836935997009, 0.5092769861221313, 0.49432113766670227, 0.5015033483505249, 0.4808448553085327, 0.524091899394989, 0.4724659323692322, 0.5036179423332214, 0.4898192882537842, 0.4802015423774719, 0.5138595104217529, 0.5193569660186768, 0.5057157278060913, 0.5158566832542419, 0.4951246678829193, 0.5095159411430359, 0.4871591031551361, 0.4905030131340027, 0.501578688621521, 0.5075718760490417, 0.546938955783844, 0.49342048168182373, 0.509887158870697, 0.4768059253692627, 0.5136294364929199, 0.5109441876411438]",0001001001110110010111001011100111110111010101001111010011101011,0010100010011110111000101011000011010010000101000110100001010001,AB1>,X;wG=,0.6381012906275776,54.6875
"[0.4937130808830261, 0.47777122259140015, 0.48307278752326965, 0.5160606503486633, 0.4760223627090454, 0.49791333079338074, 0.5158430337905884, 0.4890880882740021, 0.4767117500305176, 0.5171677470207214, 0.5071879029273987, 0.5102194547653198, 0.47141197323799133, 0.5111865997314453, 0.5179679989814758, 0.4910920262336731, 0.4952579140663147, 0.5033245086669922, 0.49610379338264465, 0.5036591291427612, 0.5304544568061829, 0.517577052116394, 0.48481160402297974, 0.47665664553642273, 0.5005010962486267, 0.4878464639186859, 0.5053071975708008, 0.5138417482376099, 0.5038743019104004, 0.4976767301559448, 0.4973295032978058, 0.5098704099655151, 0.5091387629508972, 0.5131989121437073, 0.5152461528778076, 0.5179510116577148, 0.4899961054325104, 0.5193877816200256, 0.5234829187393188, 0.5092769861221313, 0.4943222999572754, 0.5015029311180115, 0.4808453619480133, 0.5240916013717651, 0.4724670946598053, 0.5036181211471558, 0.489818274974823, 0.4802020192146301, 0.5138590335845947, 0.5193577408790588, 0.5057171583175659, 0.5158569812774658, 0.4951246678829193, 0.5095152258872986, 0.48715832829475403, 0.49050313234329224, 0.5015796422958374, 0.5075702667236328, 0.546937108039856, 0.4934206008911133, 0.5098865032196045, 0.47680652141571045, 0.5136304497718811, 0.5109430551528931]",0001001001110110010111001011100111110111010101001111010011101011,0011100010111100111011110001110001011110011010011111010011110110,AB1>,cF*,0.7703514027531886,54.6875
"[0.49371227622032166, 0.4777701497077942, 0.4830721616744995, 0.5160604119300842, 0.4760211110115051, 0.4979133903980255, 0.515843391418457, 0.48908716440200806, 0.4767109453678131, 0.5171686410903931, 0.5071882009506226, 0.5102192759513855, 0.4714109003543854, 0.5111864805221558, 0.5179679989814758, 0.4910911023616791, 0.49525830149650574, 0.5033256411552429, 0.49610435962677, 0.5036599636077881, 0.5304545760154724, 0.517577588558197, 0.48481127619743347, 0.4766559898853302, 0.5005009770393372, 0.48784682154655457, 0.5053069591522217, 0.5138413310050964, 0.503873884677887, 0.4976757764816284, 0.49732914566993713, 0.5098714828491211, 0.5091400742530823, 0.5131990313529968, 0.5152468085289001, 0.5179513096809387, 0.4899963438510895, 0.5193878412246704, 0.5234835147857666, 0.5092770457267761, 0.49432137608528137, 0.5015032291412354, 0.48084497451782227, 0.5240918397903442, 0.47246626019477844, 0.5036180019378662, 0.48981907963752747, 0.4802016615867615, 0.5138593912124634, 0.5193572044372559, 0.50571608543396, 0.5158568024635315, 0.49512460827827454, 0.5095158219337463, 0.4871588945388794, 0.49050307273864746, 0.5015789270401001, 0.5075713992118835, 0.5469385981559753, 0.49342048168182373, 0.5098869204521179, 0.476806104183197, 0.5136297345161438, 0.5109438896179199]",0001001001110110010111001011100111110111010101001111010011101011,1000100010110101000101010001101010000010010010100011000010001101,AB1>,#;Kx,0.6096248595245948,51.5625
"[0.49371251463890076, 0.4777703583240509, 0.48307234048843384, 0.516060471534729, 0.476021409034729, 0.4979133903980255, 0.5158433318138123, 0.48908740282058716, 0.4767111539840698, 0.5171684622764587, 0.5071881413459778, 0.5102193355560303, 0.47141116857528687, 0.5111864805221558, 0.5179679989814758, 0.49109122157096863, 0.4952581822872162, 0.5033254027366638, 0.49610424041748047, 0.5036597847938538, 0.5304545760154724, 0.5175774693489075, 0.484811395406723, 0.47665610909461975, 0.5005010366439819, 0.48784682154655457, 0.5053070187568665, 0.513841450214386, 0.5038740038871765, 0.49767595529556274, 0.49732914566993713, 0.509871244430542, 0.5091398358345032, 0.5131990313529968, 0.5152466893196106, 0.517951250076294, 0.4899962842464447, 0.5193878412246704, 0.523483395576477, 0.5092770457267761, 0.4943216145038605, 0.5015031695365906, 0.48084503412246704, 0.5240918397903442, 0.4724664092063904, 0.503618061542511, 0.48981884121894836, 0.48020169138908386, 0.5138593316078186, 0.5193573236465454, 0.5057163834571838, 0.5158568620681763, 0.49512460827827454, 0.5095157027244568, 0.48715871572494507, 0.49050313234329224, 0.5015791058540344, 0.5075711607933044, 0.5469382405281067, 0.49342048168182373, 0.5098868608474731, 0.4768061935901642, 0.5136299133300781, 0.5109437108039856]",0001001001110110010111001011100111110111010101001111010011101011,1000101000000011110011111110110111101101100101011010000100001101,AB1>,gRQt,0.718277479116868,53.125
"[0.4937134385108948, 0.47777172923088074, 0.48307305574417114, 0.5160607099533081, 0.4760228395462036, 0.49791333079338074, 0.5158427953720093, 0.4890884757041931, 0.4767121374607086, 0.5171673893928528, 0.5071877241134644, 0.5102195739746094, 0.47141239047050476, 0.5111866593360901, 0.5179679989814758, 0.49109235405921936, 0.49525779485702515, 0.5033241510391235, 0.4961036145687103, 0.5036587715148926, 0.5304542779922485, 0.5175767540931702, 0.48481184244155884, 0.47665688395500183, 0.5005011558532715, 0.48784637451171875, 0.5053072571754456, 0.5138418674468994, 0.5038744807243347, 0.4976770877838135, 0.49732962250709534, 0.5098698735237122, 0.509138286113739, 0.5131988525390625, 0.515245795249939, 0.5179508328437805, 0.4899960458278656, 0.5193877816200256, 0.5234826803207397, 0.5092769265174866, 0.49432265758514404, 0.5015028119087219, 0.48084557056427, 0.5240914225578308, 0.4724675118923187, 0.5036181211471558, 0.4898180365562439, 0.48020225763320923, 0.5138588547706604, 0.5193579196929932, 0.5057175755500793, 0.5158570408821106, 0.4951246678829193, 0.5095150470733643, 0.4871580898761749, 0.4905032515525818, 0.5015798807144165, 0.5075698494911194, 0.5469364523887634, 0.49342066049575806, 0.5098863244056702, 0.47680675983428955, 0.5136306881904602, 0.5109426379203796]",0001001001110110010111001011100111110111010101001111010011101011,0010001111011011100001011100100010111100011101111011101101100110,AB1>,3P,0.7484957466165619,48.4375
"[0.49371466040611267, 0.4777733087539673, 0.4830738306045532, 0.5160609483718872, 0.4760245680809021, 0.4979133903980255, 0.5158421993255615, 0.4890897274017334, 0.4767132103443146, 0.5171660780906677, 0.5071873068809509, 0.5102198123931885, 0.4714137613773346, 0.5111868381500244, 0.517967939376831, 0.4910935163497925, 0.49525731801986694, 0.5033228397369385, 0.496102899312973, 0.5036576986312866, 0.5304538607597351, 0.5175760388374329, 0.48481228947639465, 0.47665777802467346, 0.5005013346672058, 0.48784589767456055, 0.5053075551986694, 0.5138423442840576, 0.5038749575614929, 0.49767836928367615, 0.49733009934425354, 0.5098683834075928, 0.5091364979743958, 0.5131986141204834, 0.5152449011802673, 0.517950177192688, 0.48999589681625366, 0.5193876028060913, 0.5234818458557129, 0.5092767477035522, 0.4943239390850067, 0.5015024542808533, 0.48084619641304016, 0.5240909457206726, 0.4724687933921814, 0.5036181211471558, 0.4898169934749603, 0.48020291328430176, 0.5138582587242126, 0.5193585157394409, 0.5057188868522644, 0.5158571004867554, 0.4951247274875641, 0.509514331817627, 0.48715734481811523, 0.4905034005641937, 0.5015808343887329, 0.507568359375, 0.5469343066215515, 0.4934208393096924, 0.5098857879638672, 0.47680744528770447, 0.5136315226554871, 0.5109414458274841]",0001001001110110010111001011100111110111010101001111010011101011,1000110001100000111111111101011010110110111110100110000110100010,AB1>,"/L.""",0.7415979038085112,50.0
"[0.49371466040611267, 0.4777733087539673, 0.4830738306045532, 0.5160609483718872, 0.4760246276855469, 0.4979133903980255, 0.5158421993255615, 0.4890897870063782, 0.47671326994895935, 0.5171660780906677, 0.5071873068809509, 0.5102198123931885, 0.4714137613773346, 0.5111868381500244, 0.517967939376831, 0.4910935163497925, 0.49525731801986694, 0.5033228397369385, 0.496102899312973, 0.5036576986312866, 0.5304538607597351, 0.5175760388374329, 0.48481234908103943, 0.47665777802467346, 0.5005013346672058, 0.48784589767456055, 0.5053075551986694, 0.5138423442840576, 0.5038750171661377, 0.49767836928367615, 0.49733009934425354, 0.509868323802948, 0.5091364979743958, 0.5131986141204834, 0.5152449011802673, 0.517950177192688, 0.48999589681625366, 0.5193876028060913, 0.5234818458557129, 0.5092766880989075, 0.4943239390850067, 0.5015024542808533, 0.48084619641304016, 0.5240909457206726, 0.47246885299682617, 0.5036181211471558, 0.4898169934749603, 0.48020291328430176, 0.5138582587242126, 0.5193585157394409, 0.5057188868522644, 0.5158571004867554, 0.49512478709220886, 0.509514331817627, 0.48715734481811523, 0.4905034005641937, 0.5015808343887329, 0.507568359375, 0.5469343066215515, 0.49342089891433716, 0.5098857879638672, 0.47680750489234924, 0.5136315226554871, 0.5109414458274841]",0001001001110110010111001011100111110111010101001111010011101011,1010011010100001001000010011100000101000001000101100000110101110,AB1>,m3Tc,0.6103118870544225,42.1875
