Test Loss: 0.694690465927124
Bit-Level Accuracy: 50.18%
prediction,predicted_bits,actual_bits
"[0.5052686929702759, 0.49146202206611633, 0.4796956777572632, 0.48901960253715515, 0.5020658373832703, 0.5034993290901184, 0.5154301524162292, 0.5125769376754761, 0.4770030379295349, 0.507699191570282, 0.49992936849594116, 0.5083683133125305, 0.49078136682510376, 0.5128613114356995, 0.5048742890357971, 0.48343363404273987, 0.49199041724205017, 0.5225051641464233, 0.5169557332992554, 0.48373493552207947, 0.494433730840683, 0.4941251277923584, 0.498565673828125, 0.5000463128089905, 0.49589091539382935, 0.48046204447746277, 0.4818684458732605, 0.49518778920173645, 0.4806895852088928, 0.5141138434410095, 0.5014278888702393, 0.5121501684188843, 0.49752089381217957, 0.5066148638725281, 0.49409955739974976, 0.5161544680595398, 0.5073848366737366, 0.5085446834564209, 0.4930734932422638, 0.5040509700775146, 0.5172376036643982, 0.4798063635826111, 0.4793623983860016, 0.48877519369125366, 0.5194833874702454, 0.5309355854988098, 0.5110295414924622, 0.48631730675697327, 0.5041131377220154, 0.4893421232700348, 0.5015486478805542, 0.5104967355728149, 0.5212242007255554, 0.5144343972206116, 0.4886978566646576, 0.4861130118370056, 0.4957220256328583, 0.4995161294937134, 0.49312451481819153, 0.5256514549255371, 0.4854942262172699, 0.4943030774593353, 0.5094801783561707, 0.4927048683166504]",1000111101010110011000010000011101011101100011101011110000010010,1100100001000101110110010111101001110001001001111000111101001100
"[0.5050615072250366, 0.48025020956993103, 0.4882877767086029, 0.4936386048793793, 0.4974144399166107, 0.5029615759849548, 0.5199395418167114, 0.510625422000885, 0.47766947746276855, 0.5010789632797241, 0.5012714266777039, 0.49785086512565613, 0.4796980321407318, 0.5058178901672363, 0.5015363693237305, 0.4925740957260132, 0.4808270037174225, 0.5222641229629517, 0.5211023092269897, 0.4853077232837677, 0.4962058365345001, 0.4991721510887146, 0.4958210587501526, 0.48731526732444763, 0.4892634153366089, 0.4837223291397095, 0.4835433065891266, 0.4902823269367218, 0.48495954275131226, 0.5224542617797852, 0.5036126971244812, 0.49439537525177, 0.488980770111084, 0.5121227502822876, 0.49151673913002014, 0.5204567313194275, 0.508024275302887, 0.513511598110199, 0.49896812438964844, 0.4906022548675537, 0.5170793533325195, 0.4770376980304718, 0.4789823889732361, 0.4797112047672272, 0.5266380310058594, 0.5376419425010681, 0.5066457390785217, 0.4771657884120941, 0.5146263241767883, 0.4911726415157318, 0.49669402837753296, 0.5140296220779419, 0.506129801273346, 0.5019292831420898, 0.4818277657032013, 0.47935202717781067, 0.5056328177452087, 0.4958667755126953, 0.49212539196014404, 0.5282886028289795, 0.5005029439926147, 0.4961404502391815, 0.5138007402420044, 0.49725785851478577]",1000011101100110011000000000011001011100100011101001110010011010,0001111111111100001011100111111111100000011010000100101110101010
"[0.5049070715904236, 0.49943333864212036, 0.4736868143081665, 0.48358985781669617, 0.5035320520401001, 0.5008631944656372, 0.5074222087860107, 0.5086062550544739, 0.47406667470932007, 0.5148658156394958, 0.5026070475578308, 0.5213278532028198, 0.5045278072357178, 0.5188669562339783, 0.5113920569419861, 0.46802663803100586, 0.5003810524940491, 0.5226141214370728, 0.5086076855659485, 0.4810056686401367, 0.49398714303970337, 0.489471971988678, 0.49906060099601746, 0.5081579089164734, 0.5028269290924072, 0.4769480526447296, 0.48146146535873413, 0.4964539408683777, 0.47749361395835876, 0.5041272640228271, 0.5007798075675964, 0.529482901096344, 0.5046294927597046, 0.5050749778747559, 0.49600130319595337, 0.5106512308120728, 0.5104759335517883, 0.5047100782394409, 0.4901825785636902, 0.5188665390014648, 0.5119828581809998, 0.48648545145988464, 0.48194485902786255, 0.4934920072555542, 0.5110359191894531, 0.5206101536750793, 0.5160961151123047, 0.5000876188278198, 0.4896250069141388, 0.4839053750038147, 0.5038500428199768, 0.5141512155532837, 0.5362077951431274, 0.522142231464386, 0.4950794279575348, 0.49555063247680664, 0.491493821144104, 0.5020266175270081, 0.5018059015274048, 0.5194611549377441, 0.47225797176361084, 0.4965839684009552, 0.5017523169517517, 0.4917290210723877]",1000111101111110111000011000011111011101100011110011110001110010,0110000010001010000011010011010100011111011011101110001111100111
"[0.5050081610679626, 0.47890546917915344, 0.48918813467025757, 0.4941173195838928, 0.49687084555625916, 0.5026508569717407, 0.5204981565475464, 0.5103944540023804, 0.47769081592559814, 0.5003691911697388, 0.5016334056854248, 0.49701493978500366, 0.47886109352111816, 0.505257248878479, 0.5013999938964844, 0.49324119091033936, 0.47979986667633057, 0.5223080515861511, 0.5213484764099121, 0.4853844940662384, 0.49639418721199036, 0.4996394217014313, 0.49532878398895264, 0.48577985167503357, 0.488441526889801, 0.4838181138038635, 0.48392558097839355, 0.48962029814720154, 0.48530593514442444, 0.523546576499939, 0.5043137073516846, 0.49239659309387207, 0.4880603849887848, 0.5129132270812988, 0.491264283657074, 0.5207284092903137, 0.5081471800804138, 0.5140532851219177, 0.49946117401123047, 0.4892836809158325, 0.5168452858924866, 0.4769587814807892, 0.4791390299797058, 0.4783550202846527, 0.5274633765220642, 0.5382289290428162, 0.5062854290008545, 0.4762103855609894, 0.5155402421951294, 0.4912267327308655, 0.4962228834629059, 0.514583170413971, 0.5046208500862122, 0.5003488063812256, 0.48082834482192993, 0.4787077307701111, 0.5069237947463989, 0.4954145550727844, 0.4925416111946106, 0.5283923149108887, 0.5019115805625916, 0.49644023180007935, 0.5139513611793518, 0.498040109872818]",1000011101100110011000000000011001011100100011101001110010011010,0011011010101101101001010110011011000010000001000010001110010001
"[0.49723222851753235, 0.5442940592765808, 0.4481982886791229, 0.4308415949344635, 0.512153685092926, 0.46691209077835083, 0.4302746653556824, 0.4803563952445984, 0.46671009063720703, 0.5518936514854431, 0.5294907689094543, 0.6006462574005127, 0.5920424461364746, 0.5582612752914429, 0.560823380947113, 0.3636387288570404, 0.5392369031906128, 0.5154151916503906, 0.44638964533805847, 0.47387027740478516, 0.4947599768638611, 0.467460036277771, 0.4987449049949646, 0.5326293110847473, 0.5484080910682678, 0.47260919213294983, 0.4797802269458771, 0.49998050928115845, 0.47285711765289307, 0.42719927430152893, 0.4971853792667389, 0.6278073787689209, 0.5417506694793701, 0.5194222927093506, 0.5030590891838074, 0.4851319193840027, 0.5263805985450745, 0.47993582487106323, 0.4866349697113037, 0.6131914854049683, 0.45896419882774353, 0.5326990485191345, 0.5152018070220947, 0.5121236443519592, 0.4457714855670929, 0.4371255040168762, 0.5546780228614807, 0.6193618178367615, 0.4091341197490692, 0.4528755247592926, 0.511635959148407, 0.5774650573730469, 0.6223440170288086, 0.5511469841003418, 0.5312831997871399, 0.5475240349769592, 0.49767276644706726, 0.5062013864517212, 0.559578537940979, 0.4784102439880371, 0.4056074321269989, 0.5220283269882202, 0.44237083196640015, 0.486910343170166]",0100100001111110110000011000000111101001011100110011111101100100,1100110100110010001010001111101001000101011011011011001111000010
"[0.5048150420188904, 0.49539613723754883, 0.4768717885017395, 0.4865732192993164, 0.5027157068252563, 0.5023255348205566, 0.5116996169090271, 0.5109078884124756, 0.4753651022911072, 0.5113259553909302, 0.5013911128044128, 0.5145289897918701, 0.497574120759964, 0.5158290266990662, 0.5079334378242493, 0.47595348954200745, 0.496326744556427, 0.52287757396698, 0.5128976106643677, 0.4821600615978241, 0.4945310652256012, 0.49166256189346313, 0.4988594949245453, 0.504233717918396, 0.49913841485977173, 0.47833725810050964, 0.48194658756256104, 0.49568429589271545, 0.4789677560329437, 0.5094184279441833, 0.5016509890556335, 0.5204696655273438, 0.5011934638023376, 0.5058212876319885, 0.4949796497821808, 0.5134114027023315, 0.5090532302856445, 0.506340742111206, 0.49152180552482605, 0.5112732648849487, 0.5150583386421204, 0.4831039309501648, 0.4803878664970398, 0.4911699891090393, 0.5156464576721191, 0.5264408588409424, 0.5137811303138733, 0.49283310770988464, 0.49723127484321594, 0.4868287146091461, 0.5026441812515259, 0.5118241310119629, 0.528587281703949, 0.5182943940162659, 0.4915992319583893, 0.49052825570106506, 0.49314403533935547, 0.5008400678634644, 0.4973966181278229, 0.5225456357002258, 0.47872689366340637, 0.49550825357437134, 0.5056601762771606, 0.49244827032089233]",1000111101110110011000010000011111011101100011100011110001010010,1111100110011100101111000101011101011010010010100010000010011001
"[0.49863681197166443, 0.5360658764839172, 0.45294058322906494, 0.44095709919929504, 0.511044442653656, 0.47391176223754883, 0.4441930949687958, 0.4848386347293854, 0.4676269292831421, 0.5451942086219788, 0.5233525037765503, 0.5875751376152039, 0.5770480036735535, 0.551830530166626, 0.5520600080490112, 0.38206762075424194, 0.5319138765335083, 0.5166041851043701, 0.4574427902698517, 0.47561758756637573, 0.4941951036453247, 0.47082871198654175, 0.4985252618789673, 0.5294464826583862, 0.5402113795280457, 0.47348859906196594, 0.4794515073299408, 0.4998408555984497, 0.47351953387260437, 0.44070369005203247, 0.4975893497467041, 0.6106489300727844, 0.5359436273574829, 0.516591489315033, 0.5017194747924805, 0.4894605576992035, 0.5223366022109985, 0.48522743582725525, 0.48688942193984985, 0.597559928894043, 0.46795040369033813, 0.5249876379966736, 0.5093047618865967, 0.5098434090614319, 0.45681092143058777, 0.4513551592826843, 0.5477279424667358, 0.5986837148666382, 0.42281845211982727, 0.45857495069503784, 0.5108975768089294, 0.5652321577072144, 0.6068841218948364, 0.5459035038948059, 0.5256757736206055, 0.5394847393035889, 0.4959806501865387, 0.5058397054672241, 0.5493052005767822, 0.4851292073726654, 0.4168556034564972, 0.5176793336868286, 0.4521867036819458, 0.48791101574897766]",0100100001111110110000011000000111101001011100110011111101100100,0110000010111011100110011110110110111011011010100111011111111111
"[0.5049061179161072, 0.48708754777908325, 0.4829927384853363, 0.49102315306663513, 0.5007866621017456, 0.5037575364112854, 0.5173786878585815, 0.5120606422424316, 0.4778057932853699, 0.5048631429672241, 0.49987491965293884, 0.503153383731842, 0.48538386821746826, 0.5094306468963623, 0.5028575658798218, 0.48801448941230774, 0.4870413839817047, 0.5225256085395813, 0.5193690657615662, 0.4847245514392853, 0.49490395188331604, 0.4965251684188843, 0.49792757630348206, 0.494846910238266, 0.49316102266311646, 0.48279014229774475, 0.4818558990955353, 0.49353039264678955, 0.4827663004398346, 0.5173637270927429, 0.5012410283088684, 0.5044844746589661, 0.49399033188819885, 0.5084589719772339, 0.4932922422885895, 0.5183356404304504, 0.5073264241218567, 0.5108794569969177, 0.49554163217544556, 0.498018354177475, 0.5176793336868286, 0.478149950504303, 0.47885921597480774, 0.4858115315437317, 0.5227096676826477, 0.5343069434165955, 0.5087512135505676, 0.48237842321395874, 0.5094258785247803, 0.4904116988182068, 0.4996471405029297, 0.5113725066184998, 0.5146095156669617, 0.509839653968811, 0.48613131046295166, 0.48315152525901794, 0.4995606243610382, 0.49780264496803284, 0.49168458580970764, 0.527076005935669, 0.4917932450771332, 0.4944966733455658, 0.5120072960853577, 0.49419766664505005]",1000111101010110011000000000011101011100100011101001110000010010,1111011110000110010000100011100100111001111111010000100100100011
"[0.5026212930679321, 0.4615043103694916, 0.4980100095272064, 0.4987993538379669, 0.4905235469341278, 0.49837085604667664, 0.5271052718162537, 0.5044183731079102, 0.4772265553474426, 0.491478830575943, 0.5052940845489502, 0.487858384847641, 0.46908679604530334, 0.49982529878616333, 0.4997420310974121, 0.5000748634338379, 0.4686604142189026, 0.5216242074966431, 0.5243958234786987, 0.48615097999572754, 0.4991217851638794, 0.5029375553131104, 0.48816993832588196, 0.4692651331424713, 0.480351060628891, 0.48671969771385193, 0.4898309111595154, 0.4819413721561432, 0.4907541573047638, 0.5369309782981873, 0.5134096741676331, 0.4695800542831421, 0.477241575717926, 0.522357702255249, 0.4881795644760132, 0.5248450040817261, 0.5099349617958069, 0.5221933126449585, 0.5042572021484375, 0.47623786330223083, 0.5145504474639893, 0.4777640402317047, 0.48300841450691223, 0.4622786343097687, 0.5361070036888123, 0.5457959771156311, 0.5041991472244263, 0.4664352238178253, 0.5226492285728455, 0.4929908514022827, 0.49102476239204407, 0.5199587345123291, 0.4863416850566864, 0.48228129744529724, 0.4689045250415802, 0.47265154123306274, 0.520105242729187, 0.4905017018318176, 0.49743425846099854, 0.5279359221458435, 0.5187095999717712, 0.49926459789276123, 0.5144227147102356, 0.5075331330299377]",1000001100100001011001000000011001011110100011101001000010011011,0110011011111110011111100100010011100111110010110100101111010001
"[0.5025141835212708, 0.46088066697120667, 0.4982965886592865, 0.498935341835022, 0.49031689763069153, 0.49820250272750854, 0.5273440480232239, 0.504200279712677, 0.4772220849990845, 0.4911605715751648, 0.5054370164871216, 0.48755329847335815, 0.468763530254364, 0.4996216893196106, 0.4996582865715027, 0.5002408027648926, 0.4682907164096832, 0.5216075778007507, 0.5244836807250977, 0.4861648976802826, 0.49923524260520935, 0.5030620694160461, 0.4879013001918793, 0.46873655915260315, 0.4800622761249542, 0.48684272170066833, 0.4900493621826172, 0.4816424250602722, 0.4909200370311737, 0.5373925566673279, 0.5137791037559509, 0.46879351139068604, 0.47681471705436707, 0.5226961970329285, 0.4880844056606293, 0.5249596238136292, 0.5100387334823608, 0.5224695801734924, 0.5043737888336182, 0.4758409261703491, 0.514474093914032, 0.477812260389328, 0.4831759035587311, 0.461701363325119, 0.53639155626297, 0.5460742115974426, 0.5042069554328918, 0.4660990238189697, 0.5228506326675415, 0.4930475354194641, 0.49088165163993835, 0.5200944542884827, 0.485737681388855, 0.4816664159297943, 0.46848446130752563, 0.472442626953125, 0.5205631852149963, 0.4903278946876526, 0.4976077675819397, 0.5279053449630737, 0.5192943215370178, 0.4993462860584259, 0.5143848657608032, 0.5078616142272949]",1000001100100001011001000000011001011110100011101001000010011011,0011010101011010000001011101101101001000000111000111110001001111
