Rounds: 8
Nonlinearity: 0
Avalanche Weight: 1.0
Hidden Size: 1024
Prefix: random_
Test Loss: 0.6742715239524841
Bit-Level Accuracy: 56.69%

prediction,predicted_bits,actual_bits
"[0.6823499202728271, 0.5711298584938049, 0.5804855823516846, 0.4420597553253174, 0.5354382395744324, 0.4677521288394928, 0.40397387742996216, 0.5225121378898621, 0.5102443695068359, 0.6625709533691406, 0.39525607228279114, 0.4161728620529175, 0.5680016875267029, 0.509245753288269, 0.48111778497695923, 0.5599410533905029, 0.5728068351745605, 0.44787973165512085, 0.5139641165733337, 0.45252007246017456, 0.36631283164024353, 0.5442671775817871, 0.5388970971107483, 0.49190884828567505, 0.5520075559616089, 0.4480958878993988, 0.4696047604084015, 0.4917743504047394, 0.32600167393684387, 0.605365514755249, 0.5548084378242493, 0.5473695993423462, 0.45224228501319885, 0.5111594796180725, 0.5439648628234863, 0.4874868392944336, 0.44057825207710266, 0.49305400252342224, 0.4053201377391815, 0.4270133376121521, 0.441547155380249, 0.46823182702064514, 0.41964879631996155, 0.5217890739440918, 0.5086050033569336, 0.5091502070426941, 0.5948112607002258, 0.47856631875038147, 0.5350131988525391, 0.45222073793411255, 0.49843403697013855, 0.5391448140144348, 0.4651550352573395, 0.47055989503860474, 0.5019769072532654, 0.5269883275032043, 0.46607449650764465, 0.6374635100364685, 0.49912261962890625, 0.6292985677719116, 0.6238912343978882, 0.3855973184108734, 0.5314245820045471, 0.5168145895004272]",1110100111001101101001101000011101100000000111101001001101011011,1001001101100110001001111111010000100101101111111110011111011110
"[0.7086344957351685, 0.5477663278579712, 0.551608681678772, 0.40438905358314514, 0.5949344038963318, 0.4063771665096283, 0.4035344421863556, 0.49470070004463196, 0.4872618317604065, 0.4694879651069641, 0.5158370137214661, 0.45304879546165466, 0.5667001605033875, 0.5685823559761047, 0.5320966243743896, 0.5145572423934937, 0.5369924306869507, 0.5020074248313904, 0.4957706034183502, 0.5378161072731018, 0.4200097918510437, 0.5276380181312561, 0.5365246534347534, 0.5148869752883911, 0.568658709526062, 0.45071157813072205, 0.48544466495513916, 0.39309611916542053, 0.42424774169921875, 0.583624541759491, 0.5587528347969055, 0.5721065402030945, 0.5083523988723755, 0.4589989483356476, 0.627215564250946, 0.4516814053058624, 0.45737844705581665, 0.5392182469367981, 0.37653836607933044, 0.4673697352409363, 0.4950243830680847, 0.5547061562538147, 0.5180642008781433, 0.5529934763908386, 0.519786536693573, 0.5175343751907349, 0.5524515509605408, 0.5453841686248779, 0.480109840631485, 0.3759017288684845, 0.4096635580062866, 0.4893990457057953, 0.5569590330123901, 0.5389488935470581, 0.6260010600090027, 0.5094334483146667, 0.541121780872345, 0.5656338930130005, 0.5679097771644592, 0.5995944142341614, 0.5291191339492798, 0.370055228471756, 0.5999606847763062, 0.6294646859169006]",1110100000101111110101111000011110100100011111110000111111111011,1110000001100001011000101000100001000010101110000001111011110011
"[0.26376891136169434, 0.5166590213775635, 0.5105542540550232, 0.5463857650756836, 0.40257275104522705, 0.47568753361701965, 0.5180633664131165, 0.5527729392051697, 0.510490357875824, 0.5939753651618958, 0.48952716588974, 0.5184916257858276, 0.49260905385017395, 0.36497071385383606, 0.5305076837539673, 0.48719578981399536, 0.46150240302085876, 0.5176306366920471, 0.5411942601203918, 0.4542234539985657, 0.4876960515975952, 0.5371324419975281, 0.5392321348190308, 0.49577078223228455, 0.5014063119888306, 0.5703789591789246, 0.49137192964553833, 0.5013250112533569, 0.40873056650161743, 0.5870125889778137, 0.5220504999160767, 0.45996856689453125, 0.4896097481250763, 0.48125672340393066, 0.2963811755180359, 0.5022933483123779, 0.5536876916885376, 0.5387117862701416, 0.5157016515731812, 0.522010862827301, 0.5731567144393921, 0.5474836230278015, 0.5040028691291809, 0.34041813015937805, 0.5159505009651184, 0.4910055696964264, 0.3963102102279663, 0.31670254468917847, 0.5388860702514648, 0.5397263169288635, 0.5440198183059692, 0.5138545632362366, 0.49768009781837463, 0.4023216664791107, 0.45514366030693054, 0.4710162878036499, 0.4952249825000763, 0.46971845626831055, 0.47204214334487915, 0.4777762293815613, 0.6174543499946594, 0.4919116199016571, 0.3964005708694458, 0.4682238698005676]",0111001111010010011001101101011000011111111010001111000000001000,0110111001110010011000110101001001000110101111010111000101100110
"[0.5067511796951294, 0.4882599115371704, 0.5743134617805481, 0.5137116312980652, 0.5318667888641357, 0.46023932099342346, 0.4487026035785675, 0.411466509103775, 0.47091495990753174, 0.3944528102874756, 0.5304405689239502, 0.47763141989707947, 0.5066787004470825, 0.4997106194496155, 0.4931022524833679, 0.4122099280357361, 0.48107442259788513, 0.6450344920158386, 0.469251424074173, 0.5296316742897034, 0.5723763108253479, 0.42401912808418274, 0.4867797791957855, 0.5609006285667419, 0.6057882308959961, 0.3865194618701935, 0.5833683609962463, 0.5590581893920898, 0.5402100682258606, 0.44634780287742615, 0.46179360151290894, 0.47792181372642517, 0.5076646208763123, 0.5220115780830383, 0.5534965395927429, 0.5391716957092285, 0.35799163579940796, 0.5762441754341125, 0.2887885868549347, 0.4209566116333008, 0.517499566078186, 0.5853347778320312, 0.5494237542152405, 0.6207850575447083, 0.49541935324668884, 0.5399178266525269, 0.5484552979469299, 0.5939512252807617, 0.5220663547515869, 0.42572352290153503, 0.49830174446105957, 0.42791613936424255, 0.5621511340141296, 0.5572420358657837, 0.5846278071403503, 0.4877471923828125, 0.6017860174179077, 0.4331861436367035, 0.6092482805252075, 0.5003437399864197, 0.5149182677268982, 0.4742729961872101, 0.5948730111122131, 0.50532066822052]",1011100000101000010110011011100011110100111101111000111010111011,0001001000110010010111000001101010100100100111011000110101011001
"[0.3927740156650543, 0.5407187938690186, 0.6218779683113098, 0.5379377007484436, 0.42395251989364624, 0.458160936832428, 0.46928828954696655, 0.5557616949081421, 0.5520437955856323, 0.7893354296684265, 0.3524850308895111, 0.3852631151676178, 0.5279276371002197, 0.37520042061805725, 0.4745439291000366, 0.5114790797233582, 0.568775475025177, 0.4721742570400238, 0.5387107133865356, 0.4134407043457031, 0.3511180579662323, 0.5255561470985413, 0.5200982689857483, 0.5391610860824585, 0.5530433654785156, 0.5210437178611755, 0.46654844284057617, 0.5342894792556763, 0.2500893175601959, 0.6390274167060852, 0.5047557950019836, 0.4393335282802582, 0.4240415692329407, 0.5181165337562561, 0.30934831500053406, 0.5090836882591248, 0.45942801237106323, 0.47852426767349243, 0.5288705825805664, 0.4687604010105133, 0.5331822633743286, 0.5140810608863831, 0.4182690680027008, 0.3311372399330139, 0.5009826421737671, 0.4596685469150543, 0.5454232692718506, 0.24910393357276917, 0.6130267381668091, 0.5623692274093628, 0.5906440615653992, 0.5922492742538452, 0.40285658836364746, 0.3731582462787628, 0.41471534967422485, 0.5243631601333618, 0.4862629771232605, 0.6390940546989441, 0.4424848258495331, 0.602575421333313, 0.7335879802703857, 0.3927077353000641, 0.4497879445552826, 0.43062126636505127]",0111000111001001101001111101011001010010110010101111000101011000,0100011011001110000001001001000100111110110011100010001110001011
"[0.5609996318817139, 0.5019891262054443, 0.5720958113670349, 0.48587220907211304, 0.5500703454017639, 0.44332194328308105, 0.43765518069267273, 0.4314768314361572, 0.474452942609787, 0.40818992257118225, 0.5332027077674866, 0.47202709317207336, 0.5217244625091553, 0.5204530358314514, 0.504884660243988, 0.4366642236709595, 0.49834519624710083, 0.6155635714530945, 0.4747055470943451, 0.535413384437561, 0.5311625599861145, 0.4479132890701294, 0.5000441074371338, 0.5514510273933411, 0.5988902449607849, 0.40437430143356323, 0.5583118796348572, 0.5164493322372437, 0.50770503282547, 0.4787617623806, 0.4849183261394501, 0.5023924112319946, 0.511414647102356, 0.5034670233726501, 0.5734509825706482, 0.518653154373169, 0.3845730125904083, 0.5726704001426697, 0.30366402864456177, 0.4331667125225067, 0.5130916833877563, 0.5824548602104187, 0.5415716767311096, 0.6027609705924988, 0.5005682110786438, 0.5384058356285095, 0.5485609769821167, 0.5830571055412292, 0.513113260269165, 0.40990951657295227, 0.4755568504333496, 0.4424704611301422, 0.5637748837471008, 0.5521386861801147, 0.596824586391449, 0.4922422170639038, 0.5925271511077881, 0.4637691378593445, 0.6027966141700745, 0.5241732597351074, 0.5201940536499023, 0.4452497065067291, 0.5993224382400513, 0.5420809388160706]",1110100000101110010110111011100111110100111111111000111010111011,1011010000111110100101101101000111001100100100001011101110101011
"[0.10707070678472519, 0.432155579328537, 0.2205674946308136, 0.4771900475025177, 0.36728933453559875, 0.6149092316627502, 0.485736221075058, 0.540424108505249, 0.39469999074935913, 0.2333960086107254, 0.7131420969963074, 0.4761752486228943, 0.39550256729125977, 0.5915960073471069, 0.4457280933856964, 0.6060710549354553, 0.42859798669815063, 0.3180137574672699, 0.7516530752182007, 0.4969475567340851, 0.5780519843101501, 0.7089125514030457, 0.69400554895401, 0.5272271633148193, 0.3503739833831787, 0.588681161403656, 0.36462849378585815, 0.5234168767929077, 0.8263675570487976, 0.7337862849235535, 0.4712352752685547, 0.5698345899581909, 0.33036836981773376, 0.4290470480918884, 0.43604111671447754, 0.33981001377105713, 0.6486919522285461, 0.638203501701355, 0.6074866652488708, 0.7659733891487122, 0.7277842164039612, 0.2058861255645752, 0.6430321931838989, 0.18769055604934692, 0.560913622379303, 0.5529577136039734, 0.09562356770038605, 0.5776957273483276, 0.48902684450149536, 0.5161458253860474, 0.3965936601161957, 0.5509312152862549, 0.7762049436569214, 0.39744189381599426, 0.38283881545066833, 0.43507862091064453, 0.2411251813173294, 0.2157977819442749, 0.4791284203529358, 0.20204190909862518, 0.40069112181663513, 0.6850430369377136, 0.12387238442897797, 0.6689661741256714]",0000010100100101001011110101110100001111101011010101100000000101,0110011101110011001001111110110001101110101110010011011100000000
"[0.6214790344238281, 0.5282124876976013, 0.4484913945198059, 0.4051003158092499, 0.5946194529533386, 0.45552918314933777, 0.5238511562347412, 0.5741154551506042, 0.5675765872001648, 0.35605084896087646, 0.4570145905017853, 0.41615748405456543, 0.4710753858089447, 0.6458768844604492, 0.5741958022117615, 0.4831797778606415, 0.5246396660804749, 0.28557562828063965, 0.4913526773452759, 0.6036875247955322, 0.4844512641429901, 0.6030454039573669, 0.5331991314888, 0.5049091577529907, 0.4662652611732483, 0.5493221282958984, 0.38501110672950745, 0.29561910033226013, 0.570500910282135, 0.5782168507575989, 0.5944217443466187, 0.5172898769378662, 0.46370381116867065, 0.3882526159286499, 0.6464017033576965, 0.40984711050987244, 0.5063430070877075, 0.32214829325675964, 0.7670382261276245, 0.5418452024459839, 0.5239877700805664, 0.3376086354255676, 0.5626996159553528, 0.4591176211833954, 0.4256536364555359, 0.4301794171333313, 0.47150564193725586, 0.4855376183986664, 0.45211896300315857, 0.3900272250175476, 0.2887781858444214, 0.592555582523346, 0.561923623085022, 0.5938439965248108, 0.6572525501251221, 0.5320074558258057, 0.47098904848098755, 0.47639456391334534, 0.3929649293422699, 0.5659236311912537, 0.45216313004493713, 0.592624843120575, 0.5178796052932739, 0.5519760251045227]",1100101110000110100101110100111100101011101000000001111100010111,1010110000111100100100110000011000110111111001000011111001000110
"[0.6283386945724487, 0.3832610845565796, 0.4765084981918335, 0.5008575320243835, 0.6091178059577942, 0.43192896246910095, 0.6111578345298767, 0.5558765530586243, 0.5002421140670776, 0.4430727958679199, 0.5605217218399048, 0.4682510495185852, 0.6085013747215271, 0.6521586179733276, 0.5086065530776978, 0.45626240968704224, 0.4941692352294922, 0.5374674201011658, 0.4643976390361786, 0.46146881580352783, 0.534516453742981, 0.37494879961013794, 0.39291611313819885, 0.43095704913139343, 0.4585307836532593, 0.4780034124851227, 0.5502500534057617, 0.4113038182258606, 0.39012670516967773, 0.48779240250587463, 0.5105085372924805, 0.5803625583648682, 0.5461830496788025, 0.4852050840854645, 0.6055333018302917, 0.46351510286331177, 0.48196542263031006, 0.35599634051322937, 0.6786229014396667, 0.55304354429245, 0.4874447286128998, 0.6147217154502869, 0.4461079239845276, 0.5826054811477661, 0.5676541328430176, 0.46116843819618225, 0.5947661399841309, 0.4603141248226166, 0.43787866830825806, 0.5141038298606873, 0.38416236639022827, 0.4848749339580536, 0.4982762336730957, 0.5786467790603638, 0.508047878742218, 0.5103835463523865, 0.5737041234970093, 0.5919994711875916, 0.5311309695243835, 0.5756471157073975, 0.3960925340652466, 0.40119317173957825, 0.6769490838050842, 0.5676754117012024]",1001101110101110010010000010001110100011010110100100011111110011,1001011011000100110101010011001100011010011011001100111100100110
"[0.558191180229187, 0.5401259064674377, 0.4517781734466553, 0.4242295026779175, 0.5298677682876587, 0.45545169711112976, 0.43600204586982727, 0.509060800075531, 0.4867743253707886, 0.37326720356941223, 0.5336658358573914, 0.44061022996902466, 0.5201994180679321, 0.5739879012107849, 0.5003783106803894, 0.5166674256324768, 0.5111711025238037, 0.4179246127605438, 0.5508771538734436, 0.5797504782676697, 0.45716339349746704, 0.5924503803253174, 0.5821996331214905, 0.537181556224823, 0.5066696405410767, 0.485946923494339, 0.41779473423957825, 0.39467066526412964, 0.5669823288917542, 0.629615068435669, 0.5454357266426086, 0.5501222014427185, 0.4463743567466736, 0.4506993889808655, 0.5811378955841064, 0.41423115134239197, 0.5091382265090942, 0.5025215744972229, 0.544465959072113, 0.5512992739677429, 0.5510423183441162, 0.4366578757762909, 0.5681376457214355, 0.43716132640838623, 0.5173625349998474, 0.48712554574012756, 0.41636672616004944, 0.5344282388687134, 0.4740930497646332, 0.4198751747608185, 0.37526634335517883, 0.5508647561073303, 0.5912801027297974, 0.5108337998390198, 0.6125685572624207, 0.5203174948692322, 0.4622887372970581, 0.47522106766700745, 0.4962242841720581, 0.5267615914344788, 0.4840570390224457, 0.49344271421432495, 0.4658893048763275, 0.6147699356079102]",1100100100101111101101111000111100101111101010010001111100010001,1111100110110000011100101100111000010010101100010000000001101111
