Rounds: 10
Nonlinearity: 2
Avalanche Weight: 2.0
Hidden Size: 256
Prefix: normal
Test Loss: 0.2790433168411255
Bit-Level Accuracy: 83.63%

prediction,predicted_bits,actual_bits
"[9.368284685333517e-14, 1.0, 0.6799975633621216, 1.0, 1.0, 0.4890620708465576, 0.5136806964874268, 3.757280264693463e-09, 0.9999451637268066, 0.9999648332595825, 0.9999679327011108, 7.622061048325794e-17, 1.0, 4.244153314382493e-13, 1.0, 1.4164761215091498e-13, 0.4376981854438782, 0.527958869934082, 0.2903536558151245, 0.26199474930763245, 0.7403586506843567, 0.4831891357898712, 0.7797360420227051, 0.616023600101471, 0.9983794689178467, 0.9992287158966064, 0.0010503173107281327, 0.0011783936060965061, 6.697520439047366e-05, 0.0002967032487504184, 0.9999551773071289, 0.0002646644425112754, 0.9052785634994507, 1.0, 6.366455214575073e-13, 0.8814426064491272, 0.0008261277689598501, 0.9992089867591858, 1.0, 0.9963703155517578, 1.0, 2.9843525065500565e-17, 1.0, 1.0, 1.0, 1.0, 1.0, 3.2949589589126164e-16, 0.31410542130470276, 0.5977463722229004, 0.05113210529088974, 0.3782484829425812, 0.0038438199553638697, 0.0030398040544241667, 0.9987362027168274, 0.997066080570221, 0.00032612099312245846, 9.304262915676986e-11, 8.135931164887644e-12, 0.0018335344502702355, 1.0, 0.0003407860640436411, 0.9995470643043518, 1.2949315532750916e-05]",0111101011101010010010111100001011010111101111100100001100001010,0111100011101010100001111100001011010111101111100000001100001010
"[1.1885900250141468e-11, 1.0, 0.708200991153717, 1.0, 1.0, 0.09941841661930084, 0.09401211142539978, 5.87485038394675e-09, 0.11028236895799637, 0.8814969658851624, 5.481280823005363e-06, 4.839757880483603e-14, 1.0, 1.0311406173357796e-09, 1.0, 1.3344071680965186e-10, 0.6239240765571594, 0.6190341711044312, 0.22116141021251678, 0.09851597994565964, 0.7256558537483215, 0.7324531674385071, 0.12686611711978912, 0.32465553283691406, 0.25567176938056946, 0.8205149173736572, 0.23383454978466034, 0.4669244587421417, 4.0877970604924485e-05, 1.056392022746877e-07, 6.656923233094858e-06, 2.7969720761689132e-08, 0.8652739524841309, 1.0, 2.9787630140276633e-09, 0.8466565608978271, 0.12472955137491226, 0.8874308466911316, 1.0, 0.0820627436041832, 1.0, 4.166825694570551e-15, 0.9999618530273438, 0.9999938011169434, 1.0, 1.0, 1.0, 1.5765348214727935e-14, 0.2650592625141144, 0.2604415714740753, 0.13203419744968414, 0.6823930740356445, 0.6111608743667603, 0.5949895977973938, 0.8123085498809814, 0.42181941866874695, 0.9999668598175049, 8.585368959757034e-06, 9.565849723003339e-06, 0.9999018907546997, 0.9999709129333496, 1.9706201115354816e-08, 1.0, 0.9999922513961792]",0111100001001010110011000100000011010110101111100001111010011011,0111100001001010011011000111000011010110101111100011100110011011
"[1.2014768799417652e-05, 0.9999915361404419, 0.6085063815116882, 0.9999933242797852, 0.9999918937683105, 0.3802991509437561, 0.39503976702690125, 3.103983908658847e-05, 0.9998124241828918, 0.9998785257339478, 0.9998347759246826, 8.239229828177486e-06, 0.9999916553497314, 2.7943842724198475e-05, 0.9999380111694336, 5.484626308316365e-05, 0.5191632509231567, 0.5913994908332825, 0.434590220451355, 0.4410286247730255, 0.4901021420955658, 0.5238743424415588, 0.4295738935470581, 0.5164803862571716, 0.0034064583014696836, 0.0030706236138939857, 0.9965950846672058, 0.9963967204093933, 0.9975269436836243, 0.9969678521156311, 0.9998103976249695, 0.9968151450157166, 0.7856783270835876, 0.9999850988388062, 1.1241484571655747e-05, 0.7977480292320251, 0.365140825510025, 0.6250042915344238, 0.9999881982803345, 0.4023992419242859, 0.9999912977218628, 7.676735549466684e-06, 0.9999077320098877, 0.9999381303787231, 0.9999892711639404, 0.9999901056289673, 0.9999904632568359, 1.284788413613569e-05, 0.44821619987487793, 0.44526663422584534, 0.20350666344165802, 0.5121093392372131, 0.49755463004112244, 0.4858345687389374, 0.5835143327713013, 0.5314185619354248, 0.00024207928800024092, 6.017513442202471e-05, 2.270011100335978e-05, 0.9972792267799377, 0.9999257326126099, 0.9970449805259705, 0.003979169297963381, 0.0002451793698128313]",0111100011101010110001010011111111010110101111100001001100011100,0111100011101010100001000011111111011011101111100000011000011100
"[6.942915433683083e-07, 0.9999997615814209, 0.8598646521568298, 0.9999997615814209, 0.9999995231628418, 0.3073323965072632, 0.25023555755615234, 7.993968029040843e-05, 0.1289386749267578, 0.834827184677124, 7.924762030597776e-05, 2.3840283347453806e-07, 0.9999997615814209, 0.50287926197052, 6.885801849421114e-05, 0.9999443292617798, 0.6711525917053223, 0.5593395233154297, 0.3503929674625397, 0.2939775288105011, 0.5229317545890808, 0.5053282976150513, 0.4722684621810913, 0.4800346791744232, 0.47681933641433716, 0.5973816514015198, 0.29653429985046387, 0.3046923875808716, 0.38216298818588257, 0.5318781733512878, 0.7987197041511536, 0.5413860082626343, 0.8642935156822205, 0.9999109506607056, 8.280438487417996e-05, 0.8687102794647217, 0.37088173627853394, 0.6274169087409973, 0.9999996423721313, 0.3025868237018585, 0.9999998807907104, 1.3126614817338123e-07, 8.340675412910059e-05, 0.3559781014919281, 0.9999997615814209, 0.9999996423721313, 0.9999997615814209, 3.0127196737339546e-07, 0.26114580035209656, 0.3914559483528137, 0.23869431018829346, 0.49445319175720215, 0.6179599761962891, 0.6035003066062927, 0.5970196723937988, 0.4636864960193634, 0.5147271156311035, 0.4402628540992737, 0.1867465376853943, 0.5288375020027161, 8.719813195057213e-05, 0.9999721050262451, 0.9999997615814209, 0.9999508857727051]",0111100001001101110011000100011111010110100011100000111010010111,0111100001001001001011000000101011011011100011100100010110000111
"[1.2838390166083542e-23, 1.0, 0.7332271337509155, 1.0, 1.0, 0.06798873841762543, 0.06833090633153915, 3.2286067464198234e-22, 1.0, 1.0, 1.0, 1.8479374360555238e-24, 1.0, 3.923760063778207e-22, 1.0, 5.061615911233577e-21, 0.563694417476654, 0.7674285769462585, 0.3936113119125366, 0.33766138553619385, 0.6603097915649414, 0.5755747556686401, 0.7085843086242676, 0.6319119930267334, 1.8212883458323947e-12, 1.5024949600456194e-12, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9992561936378479, 1.0, 6.193762696587215e-24, 0.998810887336731, 0.01639009639620781, 0.9840128421783447, 1.0, 0.025653742253780365, 1.0, 1.6381126626107656e-24, 1.0, 1.0, 1.0, 1.0, 1.0, 1.3952961483878542e-23, 0.2884848415851593, 0.4603368639945984, 0.002065713983029127, 0.2891036570072174, 0.4391017258167267, 0.299325168132782, 0.7682181000709534, 0.7273851037025452, 1.985013026494021e-18, 3.3049583341385326e-21, 1.267556848638502e-22, 1.0, 1.0, 1.0, 7.438115878430351e-13, 1.6239628545826144e-18]",0111100011101010110011110011111111010110101111100000001100011100,0101100011101010011011100011111111010110101111100101001100011100
"[0.0003481077728793025, 0.9998071789741516, 0.7461419701576233, 0.9998176693916321, 0.9997238516807556, 0.39742618799209595, 0.3803822696208954, 0.006142660975456238, 0.27113357186317444, 0.703892171382904, 0.005922921933233738, 0.00019000381871592253, 0.9997878670692444, 0.4773167073726654, 0.005684968549758196, 0.9949188828468323, 0.5930232405662537, 0.5364197492599487, 0.407521516084671, 0.37421366572380066, 0.4919748604297638, 0.5027570128440857, 0.4453621506690979, 0.48380711674690247, 0.5011541843414307, 0.5531203746795654, 0.37117013335227966, 0.3851126432418823, 0.43326225876808167, 0.5036128759384155, 0.6667868494987488, 0.5049974918365479, 0.7172902226448059, 0.9944426417350769, 0.005353933200240135, 0.7244970798492432, 0.4426461160182953, 0.5590664148330688, 0.9997705817222595, 0.42589545249938965, 0.9998488426208496, 0.00013980662333779037, 0.006209337618201971, 0.4207208454608917, 0.9997816681861877, 0.9997658133506775, 0.9997901320457458, 0.00022222897678148001, 0.36202332377433777, 0.42902809381484985, 0.3325260579586029, 0.5340057015419006, 0.566581130027771, 0.5614996552467346, 0.5795354247093201, 0.48359522223472595, 0.5123428106307983, 0.4803113639354706, 0.3045713007450104, 0.5066866278648376, 0.00639479560777545, 0.9970644116401672, 0.9997988343238831, 0.9961596727371216]",0111100001001001110001001100011111010110100011100001111010010111,0111111001001001010011100000001001001011100011100001011000010111
"[1.5825581405233546e-13, 1.0, 0.6780914664268494, 1.0, 1.0, 0.48807060718536377, 0.5126698613166809, 5.2651776272227835e-09, 0.999931812286377, 0.9999566078186035, 0.999958872795105, 1.4594822373488903e-16, 1.0, 7.000990499134163e-13, 1.0, 2.354023280557588e-13, 0.4396042823791504, 0.5287156701087952, 0.29269886016845703, 0.2625744640827179, 0.7375411987304688, 0.48518168926239014, 0.7739651203155518, 0.6130212545394897, 0.9981916546821594, 0.9991236329078674, 0.001177865662612021, 0.0013313110684975982, 7.497659680666402e-05, 0.0003240902442485094, 0.999942421913147, 0.00028648265288211405, 0.9015045762062073, 1.0, 1.0568549074080336e-12, 0.8771950006484985, 0.0009390608756802976, 0.999101996421814, 1.0, 0.9959971904754639, 1.0, 5.764285522681108e-17, 1.0, 1.0, 1.0, 1.0, 1.0, 6.136334421548515e-16, 0.3169502317905426, 0.5945667624473572, 0.05395757034420967, 0.38287118077278137, 0.0042361365631222725, 0.003398632165044546, 0.9985816478729248, 0.9967361092567444, 0.0004056760517414659, 1.4259252112402976e-10, 1.3011724510347822e-11, 0.0021256236359477043, 1.0, 0.00036716926842927933, 0.9995105266571045, 1.6884612705325708e-05]",0111101011101010010010111100001011010111101111100100001100001010,0111111011101010000111101100001011010111101111100000001100001010
"[1.0025330993812531e-05, 0.999992847442627, 0.609939694404602, 0.9999943971633911, 0.9999932050704956, 0.3778608739376068, 0.39226847887039185, 2.6205982067040168e-05, 0.999835729598999, 0.9998958110809326, 0.9998552799224854, 6.876879979245132e-06, 0.9999929666519165, 2.3867793061072007e-05, 0.9999464750289917, 4.761912350659259e-05, 0.5197009444236755, 0.5928120613098145, 0.4328446090221405, 0.4401926100254059, 0.49012133479118347, 0.5256342887878418, 0.4259953200817108, 0.5160624384880066, 0.003054667031392455, 0.002741437405347824, 0.9969538450241089, 0.996767520904541, 0.9977820515632629, 0.9972745776176453, 0.9998331069946289, 0.9971047043800354, 0.7887755036354065, 0.9999874830245972, 9.39652727538487e-06, 0.8019214272499084, 0.3662872612476349, 0.6232888102531433, 0.9999902248382568, 0.400201678276062, 0.9999927282333374, 6.390647286025342e-06, 0.9999197721481323, 0.9999465942382812, 0.9999910593032837, 0.999991774559021, 0.9999920129776001, 1.0753777132777032e-05, 0.44649648666381836, 0.4437338411808014, 0.2001584768295288, 0.5125496983528137, 0.4997190535068512, 0.48826512694358826, 0.5831934809684753, 0.5302919149398804, 0.00021435751114040613, 5.180132939130999e-05, 1.917450390465092e-05, 0.9975966811180115, 0.9999356269836426, 0.9973191618919373, 0.0036548199132084846, 0.0002162673627026379]",0111100011101010110001010011111111010110101111100001001100011100,0111100011101010100011010011111111011011101111100000000000011100
"[5.747870659433829e-07, 1.0, 0.6471412777900696, 1.0, 1.0, 0.2289828211069107, 0.229997918009758, 2.218924964836333e-05, 0.25134900212287903, 0.7626477479934692, 0.0012157931923866272, 2.4098717688048055e-08, 1.0, 5.692838840332115e-06, 0.9999963045120239, 1.7295448060394847e-06, 0.5618807077407837, 0.5856335759162903, 0.3189111649990082, 0.21551354229450226, 0.6140632033348083, 0.645736038684845, 0.22634130716323853, 0.407192200422287, 0.3850158154964447, 0.7091124057769775, 0.31593963503837585, 0.47768375277519226, 0.0026075816713273525, 0.00010347393254050985, 0.0012190603883937001, 4.725379403680563e-05, 0.7237550020217896, 0.9999961853027344, 1.1430746781115886e-05, 0.7162980437278748, 0.25497618317604065, 0.7594591379165649, 0.9999998807907104, 0.25355902314186096, 1.0, 5.796790158996146e-09, 0.997870683670044, 0.999078631401062, 1.0, 1.0, 1.0, 1.306102603848558e-08, 0.36964407563209534, 0.3436666429042816, 0.24482084810733795, 0.6342871189117432, 0.5403240919113159, 0.5391634702682495, 0.7242077589035034, 0.4689077138900757, 0.9972591400146484, 0.0012226623948663473, 0.0011439768131822348, 0.994309663772583, 0.9981332421302795, 3.764789653359912e-05, 0.9999935626983643, 0.9985450506210327]",0111100001001010110011000100000011010110101111100001111010011011,0101100001001010110011011110000011011011101111101011110010011011
"[9.397818894613108e-13, 1.0, 0.9003587961196899, 1.0, 1.0, 0.3527904152870178, 0.3440875709056854, 5.944168515270576e-05, 0.05623804032802582, 0.9462220072746277, 1.7358241166220978e-05, 1.2616718379678676e-14, 1.0, 1.0538030437601265e-05, 0.9998623132705688, 0.00011472652840893716, 0.6125053763389587, 0.44983020424842834, 0.3044756352901459, 0.21870562434196472, 0.39498573541641235, 0.49863454699516296, 0.5201112031936646, 0.5932090878486633, 0.514607846736908, 0.704032301902771, 0.24143369495868683, 0.426498144865036, 0.999945878982544, 0.0004224400327075273, 2.623576256155502e-05, 0.0005931002087891102, 0.931704580783844, 0.9999996423721313, 4.4148282540845685e-07, 0.9254273176193237, 0.1320280283689499, 0.8752803206443787, 1.0, 0.13672582805156708, 1.0, 1.5663202817552645e-14, 1.1421930139476899e-05, 0.4655713140964508, 1.0, 1.0, 1.0, 2.2259266912322273e-14, 0.15892106294631958, 0.4238719046115875, 0.07330653816461563, 0.6411120295524597, 0.6491084694862366, 0.477309912443161, 0.7254146337509155, 0.48692819476127625, 0.05571068823337555, 0.21984469890594482, 0.025498444214463234, 0.47137221693992615, 1.6141380910994485e-05, 0.0005422826507128775, 1.0, 1.0]",0111100001001010100000111100100011010110100011100001101000000011,0111100001001010110010111001100011010110100111101100100100010011
