Rounds: 7
Nonlinearity: 2
Avalanche Weight: 2.0
Hidden Size: 128
Prefix: random_
Test Loss: 0.6876590847969055
Bit-Level Accuracy: 53.88%

prediction,predicted_bits,actual_bits
"[0.5353633165359497, 0.3972131907939911, 0.3118870258331299, 0.482709139585495, 0.4840797185897827, 0.3864358067512512, 0.669358491897583, 0.34671422839164734, 0.4207645058631897, 0.28542858362197876, 0.49602699279785156, 0.4072282910346985, 0.44676846265792847, 0.4514208734035492, 0.5727734565734863, 0.4092482626438141, 0.5712080001831055, 0.5846333503723145, 0.48025646805763245, 0.4442715644836426, 0.5651412010192871, 0.5452459454536438, 0.5498021841049194, 0.4676978886127472, 0.3697223365306854, 0.666880190372467, 0.19939948618412018, 0.46079447865486145, 0.38766977190971375, 0.8239515423774719, 0.9174950122833252, 0.3731875419616699, 0.39276230335235596, 0.41681522130966187, 0.6778090596199036, 0.4991254508495331, 0.5398363471031189, 0.5883551836013794, 0.5448094606399536, 0.5571057796478271, 0.5315481424331665, 0.30026277899742126, 0.43761712312698364, 0.3542996644973755, 0.6561154127120972, 0.5210337042808533, 0.3387373387813568, 0.42112061381340027, 0.610072135925293, 0.6094585061073303, 0.6050868034362793, 0.5015090703964233, 0.47229477763175964, 0.4714832305908203, 0.5724787712097168, 0.45253902673721313, 0.7253055572509766, 0.7577534317970276, 0.6582225561141968, 0.7610962986946106, 0.693264365196228, 0.3716713786125183, 0.5673108100891113, 0.4257964789867401]",1000001000000010110011100100011000101111100011001111001011111010,0100001100101001101111101100001011010011101010001110100111011000
"[0.3989444375038147, 0.4799540340900421, 0.6234181523323059, 0.5383680462837219, 0.6329826712608337, 0.5382445454597473, 0.3390207886695862, 0.5592180490493774, 0.4780886173248291, 0.5344141721725464, 0.6067313551902771, 0.5970515012741089, 0.6620633006095886, 0.5530149936676025, 0.5469467043876648, 0.3776158094406128, 0.5972239971160889, 0.39394986629486084, 0.551854133605957, 0.4871293902397156, 0.557612955570221, 0.609433114528656, 0.49734950065612793, 0.4773426651954651, 0.5924726128578186, 0.38833531737327576, 0.8432027697563171, 0.8110011219978333, 0.4363858103752136, 0.3978513479232788, 0.6828930974006653, 0.32767996191978455, 0.527145266532898, 0.39879515767097473, 0.452305406332016, 0.4616206884384155, 0.4505734145641327, 0.3634621798992157, 0.34707483649253845, 0.3984900712966919, 0.5649696588516235, 0.4486021101474762, 0.5540009140968323, 0.3970263600349426, 0.6113806962966919, 0.6052215099334717, 0.5234293937683105, 0.4870539903640747, 0.6032991409301758, 0.5580559968948364, 0.501255452632904, 0.48400598764419556, 0.5489349961280823, 0.4904402792453766, 0.5446465611457825, 0.6270827651023865, 0.6372056007385254, 0.38782641291618347, 0.21336917579174042, 0.4955390989780426, 0.05078590661287308, 0.5248191356658936, 0.35096317529678345, 0.4458416998386383]",0011110101111110101011001011001010000000101011101110101110000100,1010111011101100000000001011111011010110101000000111101110100001
"[0.5410976409912109, 0.5207282304763794, 0.5530892014503479, 0.4648538827896118, 0.49862247705459595, 0.6262105703353882, 0.48049265146255493, 0.5223199725151062, 0.6023988723754883, 0.6019364595413208, 0.47063764929771423, 0.5036588311195374, 0.520575761795044, 0.5485209822654724, 0.5042175650596619, 0.5000825524330139, 0.5033072233200073, 0.45834729075431824, 0.4315842390060425, 0.5273312330245972, 0.4704588055610657, 0.46563324332237244, 0.5652579069137573, 0.5534700751304626, 0.519466757774353, 0.4065113961696625, 0.5175818204879761, 0.4994778037071228, 0.5226338505744934, 0.44308990240097046, 0.33269399404525757, 0.49804773926734924, 0.4326044023036957, 0.4565492272377014, 0.49566590785980225, 0.3595752716064453, 0.5176129341125488, 0.5510079264640808, 0.44940245151519775, 0.5202873349189758, 0.4881070554256439, 0.5400221347808838, 0.4846889078617096, 0.5496447682380676, 0.4994640052318573, 0.4672981798648834, 0.554965078830719, 0.5465895533561707, 0.3742000162601471, 0.5379604697227478, 0.45139026641845703, 0.5131129026412964, 0.6276580691337585, 0.5177239179611206, 0.4977310597896576, 0.44274625182151794, 0.4414404332637787, 0.3672090172767639, 0.42239782214164734, 0.47725021839141846, 0.8992317914962769, 0.4820946455001831, 0.5088199973106384, 0.35331374406814575]",1110010111011111100100111010100000001101010100110101110000001010,0001111011100101111001110111110010011100101011111000111000110010
"[0.4776211977005005, 0.5286451578140259, 0.5054206848144531, 0.4495406448841095, 0.5043532848358154, 0.5170630216598511, 0.4916995167732239, 0.5487402677536011, 0.4594126343727112, 0.5360139012336731, 0.5112958550453186, 0.5436005592346191, 0.4161469638347626, 0.44668954610824585, 0.45569416880607605, 0.5300069451332092, 0.5118347406387329, 0.6785814762115479, 0.43689459562301636, 0.48852765560150146, 0.41926318407058716, 0.40323635935783386, 0.4060329496860504, 0.36319199204444885, 0.4231056272983551, 0.5195281505584717, 0.33180591464042664, 0.3621153235435486, 0.4275595545768738, 0.5826420187950134, 0.21327215433120728, 0.4697146713733673, 0.5480935573577881, 0.655022382736206, 0.486138254404068, 0.44729089736938477, 0.4002012014389038, 0.5018681287765503, 0.4954850673675537, 0.607925295829773, 0.5817147493362427, 0.6142141819000244, 0.41958263516426086, 0.5608353018760681, 0.5067040920257568, 0.56868577003479, 0.47500988841056824, 0.43612101674079895, 0.5732883214950562, 0.49302029609680176, 0.5150055885314941, 0.39029568433761597, 0.3500995337963104, 0.537753701210022, 0.4323849081993103, 0.5305459499359131, 0.45486536622047424, 0.5733774304389954, 0.7277023196220398, 0.4620499908924103, 0.1628396362066269, 0.6150153875350952, 0.6524843573570251, 0.7743384838104248]",0110110101110001110000000100010011000101110111001010010101100111,0010100000000100100000100001000011100111011110111000010000110000
"[0.4457157850265503, 0.4349965751171112, 0.7271320223808289, 0.5600454807281494, 0.6592645049095154, 0.550786554813385, 0.2924947440624237, 0.5207974910736084, 0.5189587473869324, 0.5782469511032104, 0.6169087290763855, 0.657780110836029, 0.739031970500946, 0.49579691886901855, 0.5389505624771118, 0.25261279940605164, 0.672752857208252, 0.2309219092130661, 0.6133962869644165, 0.4895366430282593, 0.6515084505081177, 0.6790679693222046, 0.4920012652873993, 0.49259960651397705, 0.6950243711471558, 0.4287255108356476, 0.9794667959213257, 0.9726701378822327, 0.3855738937854767, 0.423535019159317, 0.7192735075950623, 0.2640856206417084, 0.6604483127593994, 0.26646527647972107, 0.41146233677864075, 0.29529818892478943, 0.4745657444000244, 0.27859222888946533, 0.26024529337882996, 0.3467813730239868, 0.496724396944046, 0.3570728302001953, 0.5347261428833008, 0.29380929470062256, 0.6054114103317261, 0.6395187377929688, 0.4830043911933899, 0.6399484276771545, 0.5755924582481384, 0.5503343343734741, 0.4499432146549225, 0.5580028295516968, 0.5546020269393921, 0.3834431767463684, 0.5177405476570129, 0.5876142382621765, 0.7862957715988159, 0.4479341506958008, 0.10536319762468338, 0.5204914212226868, 0.02495955117046833, 0.5541514158248901, 0.378638356924057, 0.4416669011116028]",0011110111111010101011001011001010000000001011011101101110010100,1101011000111111010000111111001100000101000111100110001001000111
"[0.4673801064491272, 0.5691625475883484, 0.49707064032554626, 0.534238338470459, 0.5138447284698486, 0.47706446051597595, 0.5992204546928406, 0.49993133544921875, 0.5007116794586182, 0.4770079255104065, 0.5082977414131165, 0.45144566893577576, 0.4964940845966339, 0.42171600461006165, 0.45579272508621216, 0.5072862505912781, 0.3447614908218384, 0.45417094230651855, 0.473758727312088, 0.41278547048568726, 0.4386870563030243, 0.47422534227371216, 0.4610007107257843, 0.45023542642593384, 0.638578474521637, 0.607592761516571, 0.19300217926502228, 0.3674590587615967, 0.44405582547187805, 0.5117527842521667, 0.20063310861587524, 0.46414440870285034, 0.5092726349830627, 0.5090183019638062, 0.533014714717865, 0.5592966675758362, 0.36728721857070923, 0.518430233001709, 0.49282100796699524, 0.5354902148246765, 0.4543328881263733, 0.6461637020111084, 0.47088271379470825, 0.5000331997871399, 0.5119881629943848, 0.577650785446167, 0.5624023675918579, 0.5270208120346069, 0.5242078304290771, 0.5170027613639832, 0.4593542516231537, 0.5067223310470581, 0.4683733582496643, 0.5789258480072021, 0.37875300645828247, 0.4649769961833954, 0.41981998085975647, 0.4816146492958069, 0.7018126249313354, 0.5410984754562378, 0.29398104548454285, 0.5433491468429565, 0.6208303570747375, 0.6922559142112732]",0101101010100001000000001100010011110101010111111101010000110111,1100101110101101101011001010010111101010011101110110001000000111
"[0.6669573187828064, 0.4419654607772827, 0.4306909739971161, 0.5100037455558777, 0.4946870505809784, 0.3829801082611084, 0.6014100313186646, 0.38662710785865784, 0.506581723690033, 0.4802326560020447, 0.4713097810745239, 0.6115627288818359, 0.4590563178062439, 0.4895544648170471, 0.5143235921859741, 0.2767578661441803, 0.7153993248939514, 0.45453155040740967, 0.48981785774230957, 0.6360259652137756, 0.46243011951446533, 0.4835628271102905, 0.5575441122055054, 0.48833948373794556, 0.3677096664905548, 0.6932695508003235, 0.8962866067886353, 0.8791043758392334, 0.37856122851371765, 0.7357953190803528, 0.6316593885421753, 0.4591867923736572, 0.6490147113800049, 0.3691546618938446, 0.5269466638565063, 0.1983293741941452, 0.5471130609512329, 0.502165675163269, 0.4944603145122528, 0.6034127473831177, 0.48621493577957153, 0.34954264760017395, 0.39306721091270447, 0.39809542894363403, 0.4913865923881531, 0.49316614866256714, 0.3858865201473236, 0.6366698741912842, 0.45323723554611206, 0.5803215503692627, 0.579780638217926, 0.5257792472839355, 0.4128245413303375, 0.33093637228012085, 0.5184773206710815, 0.4935564696788788, 0.7269061803817749, 0.8021826148033142, 0.3914473056793213, 0.5530359745025635, 0.8555914759635925, 0.5387685894966125, 0.7141119837760925, 0.5417230725288391]",1001001010010010100100100111011010101101000000010111001011011111,0001001110001010001111101111001010011111101000011100001101111101
"[0.5791302919387817, 0.44220492243766785, 0.39185047149658203, 0.5167826414108276, 0.4722018837928772, 0.40390121936798096, 0.5670012831687927, 0.44693833589553833, 0.4869701862335205, 0.45291823148727417, 0.46899139881134033, 0.4822237491607666, 0.495037704706192, 0.4711185097694397, 0.524217426776886, 0.4175371527671814, 0.6168075203895569, 0.5499556660652161, 0.5031474232673645, 0.568647027015686, 0.5317372679710388, 0.5008874535560608, 0.5724884867668152, 0.47682029008865356, 0.348417729139328, 0.5837568640708923, 0.5233205556869507, 0.561673104763031, 0.42019590735435486, 0.6876271963119507, 0.7557371854782104, 0.49440905451774597, 0.36750611662864685, 0.45687800645828247, 0.4982875883579254, 0.4013456106185913, 0.560500979423523, 0.5553371906280518, 0.49446508288383484, 0.5695440173149109, 0.5165093541145325, 0.4050236940383911, 0.4481341540813446, 0.4661070704460144, 0.5103152394294739, 0.5020360350608826, 0.46374472975730896, 0.4719570577144623, 0.4447772800922394, 0.5448592305183411, 0.5743776559829712, 0.496326744556427, 0.4718804955482483, 0.41618621349334717, 0.5483643412590027, 0.4729636311531067, 0.6281498074531555, 0.7017309069633484, 0.5096730589866638, 0.5952121615409851, 0.9024039506912231, 0.409609317779541, 0.5509911179542542, 0.43694111704826355]",1001001000000010111111100111011000001101100011000110001011111010,0111101100111010000101110110111011101011111000110011100001100010
"[0.5542868971824646, 0.5510872602462769, 0.583338737487793, 0.5344241857528687, 0.5349133014678955, 0.5497208833694458, 0.48755863308906555, 0.501693844795227, 0.5372582674026489, 0.6111994385719299, 0.40462204813957214, 0.6595983505249023, 0.5006343722343445, 0.5987021923065186, 0.4404655694961548, 0.3695644736289978, 0.7058457732200623, 0.42545923590660095, 0.5968071818351746, 0.6916197538375854, 0.44975435733795166, 0.5224634408950806, 0.5241782665252686, 0.44594806432724, 0.45301640033721924, 0.5241007208824158, 0.8903271555900574, 0.8403615951538086, 0.5590537190437317, 0.4169420003890991, 0.1856548935174942, 0.496826708316803, 0.5769195556640625, 0.39732876420021057, 0.5254959464073181, 0.2885700464248657, 0.6395373940467834, 0.4595833718776703, 0.41929635405540466, 0.5674223303794861, 0.5234717130661011, 0.5065517425537109, 0.5154831409454346, 0.637783944606781, 0.46753039956092834, 0.5212593674659729, 0.4955684542655945, 0.6421730518341064, 0.5636683106422424, 0.48225778341293335, 0.5147680044174194, 0.5365419387817383, 0.538320779800415, 0.48843809962272644, 0.39169564843177795, 0.5109556913375854, 0.5576894283294678, 0.4823046028614044, 0.36296936869621277, 0.4384984076023102, 0.849862277507782, 0.5777201056480408, 0.5480942726135254, 0.30219197273254395]",1111110111011100101101100111100010101001111101011011100110001110,0100000010011011010011010011110100000010011001011101111100100010
"[0.4841907024383545, 0.5083101391792297, 0.5360733270645142, 0.5295371413230896, 0.5327970385551453, 0.4997742474079132, 0.45583462715148926, 0.5148948431015015, 0.48681458830833435, 0.4916280508041382, 0.5493219494819641, 0.5442990660667419, 0.5631135702133179, 0.5141501426696777, 0.5252329707145691, 0.46462589502334595, 0.517170250415802, 0.45025020837783813, 0.5162410736083984, 0.4773198366165161, 0.5129856467247009, 0.533954918384552, 0.5068537592887878, 0.4895971119403839, 0.5300756096839905, 0.47856953740119934, 0.5842823386192322, 0.5832327604293823, 0.46066588163375854, 0.48480358719825745, 0.5911579132080078, 0.4311622381210327, 0.5061087608337402, 0.48392897844314575, 0.48588722944259644, 0.48342734575271606, 0.46424180269241333, 0.45102646946907043, 0.4540043771266937, 0.4787432551383972, 0.5375742316246033, 0.48068472743034363, 0.5313980579376221, 0.4333893656730652, 0.5593002438545227, 0.5389537811279297, 0.49761486053466797, 0.4861910343170166, 0.5555686950683594, 0.5548312664031982, 0.48279112577438354, 0.4858544170856476, 0.5163106918334961, 0.5070100426673889, 0.5066463947296143, 0.5560149550437927, 0.5447825193405151, 0.4588485062122345, 0.41315603256225586, 0.5188592672348022, 0.27077731490135193, 0.5201610922813416, 0.4496084749698639, 0.48535826802253723]",0111100100111110101011101011001010000000101011001100111110010100,1011110110010000011000001011000100111000101011111011000110110011
