Rounds: 4
Nonlinearity: 4
Avalanche Weight: 2.0
Hidden Size: 128
Prefix: normal
Test Loss: 0.2097674161195755
Bit-Level Accuracy: 88.86%

prediction,predicted_bits,actual_bits
"[0.9981718063354492, 0.0011129328049719334, 0.9987210631370544, 1.5860110842956455e-18, 0.94443279504776, 0.9999992847442627, 0.9661768078804016, 0.9696775674819946, 1.0, 1.5808655659362288e-17, 1.290841396439646e-06, 9.863261092232287e-18, 1.0, 1.0, 1.0, 1.0, 0.4154021739959717, 0.4081893563270569, 0.5401879549026489, 0.7894468903541565, 0.7112376093864441, 0.5462278723716736, 0.601492166519165, 0.4921220541000366, 9.153997780231293e-06, 0.9971674084663391, 5.575859631790081e-07, 0.0002913083881139755, 0.9999706745147705, 0.00029610132332891226, 1.0, 0.9999996423721313, 0.9962712526321411, 0.999308705329895, 7.383454537326672e-21, 0.0022650128230452538, 1.0, 0.9999008178710938, 1.0, 0.9984191656112671, 1.0, 5.57569364756285e-14, 1.5338462617364712e-05, 3.763027416425757e-05, 1.105395263562149e-18, 1.0, 8.750827710729442e-21, 1.0, 0.5653642416000366, 0.5968732237815857, 0.2874830961227417, 0.43593162298202515, 0.9999994039535522, 0.0024250089190900326, 0.9950376152992249, 0.0015516328858211637, 0.9999991655349731, 1.5139223251026124e-05, 2.1273979200486792e-06, 0.9996438026428223, 1.0, 0.9999996423721313, 5.257859356788686e-07, 0.0005513657815754414]",1010111110001111001111100100101111001111100001011100101010011100,1010111110001111010100100100101111001111100001011100101010011100
"[0.9637756943702698, 0.03484322503209114, 0.9572069048881531, 5.0658101369918755e-20, 0.9999921321868896, 1.0, 0.9999902248382568, 0.9999967813491821, 2.8127202173280907e-13, 0.9999502897262573, 0.0006001590518280864, 0.9998737573623657, 1.0, 1.0, 1.0, 1.0, 0.45545753836631775, 0.7114919424057007, 0.6796199083328247, 0.560660183429718, 0.24518518149852753, 0.9555462598800659, 0.9602468609809875, 0.3287735879421234, 0.7573358416557312, 0.4214446544647217, 0.10542841255664825, 0.7684934139251709, 0.9999465942382812, 1.0, 0.0001857997413026169, 1.0, 0.9999014139175415, 0.9998939037322998, 1.470336258007077e-21, 0.0002190925006289035, 0.9999964237213135, 8.544713258992916e-16, 0.9999982118606567, 3.7028153201390523e-06, 1.0, 0.007197985425591469, 9.934014087775722e-06, 7.904061760655168e-08, 1.730275467329168e-19, 1.0, 1.6995706463690452e-24, 1.0, 0.8877760171890259, 0.5970291495323181, 0.5327312350273132, 0.5589954853057861, 0.20522423088550568, 0.3166024386882782, 0.8833425045013428, 0.3730713725090027, 1.0157784835485018e-08, 0.0002855941711459309, 1.0, 0.9941281080245972, 2.1367375666159205e-05, 1.0, 6.841147657046798e-13, 1.0]",1010111101011111011101101001110111001010100001011111001000110101,1010111101011111101011111111110111001010100001011011011000110101
"[0.9759683609008789, 0.011632829904556274, 0.9915685057640076, 1.673848912123535e-14, 0.9990353584289551, 1.0, 0.9995483756065369, 0.9991425275802612, 0.9997839331626892, 9.307085657717096e-11, 0.0007240756531246006, 6.106681826878457e-11, 1.0, 1.0, 1.0, 1.0, 0.48856794834136963, 0.5323399901390076, 0.7340784668922424, 0.5623998045921326, 0.611082136631012, 0.6662909984588623, 0.804959774017334, 0.6194173693656921, 4.135643393965438e-06, 0.0015959282172843814, 7.187740266090259e-05, 0.9998489618301392, 0.9999818801879883, 0.9999998807907104, 0.9999973773956299, 0.9999997615814209, 0.9999998807907104, 1.0, 1.0804697350383182e-16, 5.221008336775412e-08, 0.0015258052153512836, 3.6355785049124734e-10, 0.0024245879612863064, 0.9973326921463013, 1.0, 1.9680264813359827e-05, 1.2030933476125938e-06, 3.123800809134991e-07, 1.8062172918898063e-14, 1.0, 4.563751481260229e-18, 1.0, 0.7513153553009033, 0.7466258406639099, 0.16935497522354126, 0.48905855417251587, 0.32575586438179016, 0.48163753747940063, 0.689469039440155, 0.8123812079429626, 1.7717957234708592e-05, 9.908874199027196e-05, 0.9999747276306152, 0.00128373340703547, 0.0005416575586423278, 1.0, 0.9987577199935913, 1.0]",1010111110001111011111110001111111000001100001011100001100100111,1010111110001111010101110001111111000001100001011100101100100111
"[0.9445208311080933, 0.08291220664978027, 0.938983678817749, 4.914119241736237e-13, 0.9532209038734436, 1.0, 0.9243327379226685, 0.9579230546951294, 2.02314337158227e-12, 0.9972944855690002, 0.00686254259198904, 0.9929889440536499, 2.482500747191807e-07, 0.21667931973934174, 1.9835799491829675e-07, 0.24171428382396698, 0.8653513789176941, 0.8568456768989563, 0.6231421828269958, 0.8475800156593323, 0.6065762639045715, 0.5535560846328735, 0.7029080390930176, 0.5363275408744812, 0.4091367721557617, 0.7934147119522095, 0.5715932846069336, 0.4337332844734192, 0.965904712677002, 0.3995978534221649, 0.7433202266693115, 0.6575221419334412, 0.9987092018127441, 0.9990911483764648, 1.230569682611482e-12, 0.001821796060539782, 0.005008993670344353, 5.287710373724774e-13, 0.005311885382980108, 0.9741485118865967, 1.0, 0.5812985897064209, 1.0, 0.4908067584037781, 3.5430013957393758e-12, 1.0, 1.1240054026417923e-13, 1.0, 0.5420147180557251, 0.8728005886077881, 0.0824328064918518, 0.25072893500328064, 0.1423984169960022, 0.5992583632469177, 0.6372163891792297, 0.705015242099762, 0.42876556515693665, 0.520743191242218, 0.809954822063446, 0.6666414737701416, 5.399220754043199e-06, 2.0472714368224842e-07, 5.856306412033163e-11, 1.0]",1010111101010000111111110110101111000001111001011100011101110001,1010111101010001000111110111010111000001101101011000110100010001
"[0.15456464886665344, 0.759834349155426, 0.15754017233848572, 1.6006126435589153e-15, 0.9999724626541138, 1.0, 0.9999374151229858, 0.9999768733978271, 1.0, 1.8103446716835397e-15, 7.880668562165738e-08, 4.84589560827435e-16, 1.0, 1.0, 1.0, 1.0, 0.7058014273643494, 0.7840501070022583, 0.602063000202179, 0.48549753427505493, 0.7424759268760681, 0.764869749546051, 0.356262743473053, 0.3880385756492615, 6.660672458025374e-09, 1.5942350728437304e-05, 8.943907801040041e-07, 0.9999860525131226, 1.0, 0.9999969005584717, 1.0, 0.9999998807907104, 0.9977970123291016, 0.9964424967765808, 1.0604975584098988e-16, 0.0019469470717012882, 0.9997568726539612, 2.0241113229957364e-09, 0.9998812675476074, 0.0008743598009459674, 1.0, 5.953424975224664e-10, 4.867830314184141e-13, 3.642045345864098e-11, 1.118012683715242e-16, 1.0, 2.291047105671796e-17, 1.0, 0.5812177062034607, 0.6358367204666138, 0.15599288046360016, 0.6227200627326965, 0.12917682528495789, 0.574127197265625, 0.8737722635269165, 0.3474022448062897, 4.53261392863169e-08, 3.2747891509643523e-07, 0.9999998807907104, 1.1330853340041358e-06, 1.3536732623720127e-08, 1.0, 1.0, 1.0]",0100111110001111111011000001111111001010100001011101011000100111,0100111110001111101010010001111111001010100001010100101000100111
"[0.9439210295677185, 0.09709792584180832, 0.9367323517799377, 4.2549744652155275e-13, 0.006011693738400936, 0.9999996423721313, 0.0028372446540743113, 0.002707043895497918, 2.860350012401369e-10, 0.9956965446472168, 0.002409531967714429, 0.9913308620452881, 0.00044155356590636075, 0.22590230405330658, 0.00023380076163448393, 0.9568889141082764, 0.7385253310203552, 0.5753087401390076, 0.5725714564323425, 0.7654021978378296, 0.4997979700565338, 0.1628836840391159, 0.4228959381580353, 0.5456699132919312, 0.16994883120059967, 0.943610668182373, 0.6124478578567505, 0.2681494951248169, 0.8880679607391357, 0.6936355829238892, 0.7377575039863586, 0.9247761964797974, 0.07171439379453659, 0.10335087776184082, 2.157064674448983e-13, 0.9402974843978882, 0.031373873353004456, 1.9194226208441023e-09, 0.04413114860653877, 0.9515388011932373, 1.0, 0.5818967819213867, 0.9999998807907104, 0.59324711561203, 4.0131079882821385e-12, 1.0, 1.7643375909565107e-12, 1.0, 0.40020519495010376, 0.7432608008384705, 0.2886864244937897, 0.2716633677482605, 0.31017154455184937, 0.5439049005508423, 0.7818226218223572, 0.7116638422012329, 0.4672180712223053, 0.6796330213546753, 0.6793527007102966, 0.2816086411476135, 0.000845779140945524, 7.015645678620785e-05, 1.1692624646286731e-09, 1.0]",1010010001010001111100010110111100010001111101010100011101100001,1010010001010001011110010111101100010001101101010101101100100001
"[0.9979912042617798, 0.0010063761146739125, 0.9993032217025757, 2.8743704275483987e-19, 0.0020026422571390867, 0.999996542930603, 0.0015054409159347415, 0.001616089721210301, 0.9999996423721313, 1.9841898990664695e-16, 3.969135650550015e-05, 1.6252039687813982e-16, 1.0, 1.0, 1.0, 1.0, 0.4312300682067871, 0.45816341042518616, 0.572130024433136, 0.7693185806274414, 0.5255610346794128, 0.09907607734203339, 0.29466962814331055, 0.3219284117221832, 1.752575917635113e-05, 0.9930830001831055, 3.659058620542055e-06, 0.005669889505952597, 0.9990240335464478, 0.00797793548554182, 0.9999998807907104, 0.9999990463256836, 0.9988208413124084, 0.9997579455375671, 2.397201878382646e-22, 0.0015099182492122054, 1.0, 0.999854564666748, 1.0, 0.995422899723053, 1.0, 7.810352191384151e-12, 0.00011412575986469164, 7.75576991145499e-05, 2.9693597131909256e-19, 1.0, 2.291715600084884e-21, 1.0, 0.6023919582366943, 0.7591497302055359, 0.08196467906236649, 0.5149860382080078, 0.9999994039535522, 0.006420377641916275, 0.9865321516990662, 0.00198937626555562, 0.9999983310699463, 2.0050929379067384e-05, 1.4907101103744935e-05, 0.9995502829551697, 0.9999994039535522, 0.999997615814209, 4.972660576640919e-07, 0.00265098107047379]",1010010010001111001110000100101111001111100001011101101010011100,1010010010001111000010010100101111001111100001011100101010011100
"[0.9597903490066528, 0.019627980887889862, 0.9829723238945007, 1.7734994584559828e-14, 0.9984632730484009, 1.0, 0.9991849064826965, 0.9984390139579773, 0.9999822378158569, 6.612421547813607e-12, 0.00010865781950997189, 3.8178991218495995e-12, 1.0, 1.0, 1.0, 1.0, 0.5443970561027527, 0.5572880506515503, 0.7361318469047546, 0.5289286971092224, 0.6479244828224182, 0.6418989896774292, 0.7898813486099243, 0.6016805171966553, 8.854608495312277e-07, 0.0007171291508711874, 1.7743084754329175e-05, 0.999901533126831, 0.9999512434005737, 0.9999998807907104, 0.9999998807907104, 0.9999986886978149, 0.9999997615814209, 0.9999998807907104, 1.1422661486708887e-16, 5.521809853803461e-08, 0.00041526471613906324, 5.432206351407842e-10, 0.0005797266494482756, 0.9990369081497192, 1.0, 1.2486039850045927e-05, 1.0430431984786992e-06, 3.4087639733115793e-07, 2.089314337587033e-14, 1.0, 1.0110188567149779e-17, 1.0, 0.6965639591217041, 0.7396553158760071, 0.1272643357515335, 0.6085156798362732, 0.24631817638874054, 0.5691622495651245, 0.7611058950424194, 0.8291600346565247, 4.326871203375049e-05, 0.0001832631096476689, 0.9999668598175049, 0.00018552409892436117, 0.0009235510369762778, 1.0, 0.9999072551727295, 1.0]",1010111110001111111111110001111111000001100001011101011100100111,1010111110001111010100110001111111000001100001011100000100100111
"[0.11895333230495453, 0.7856048345565796, 0.16446885466575623, 1.9908695479489577e-16, 0.9999997615814209, 1.0, 0.9999997615814209, 0.9999998807907104, 1.0735083932900125e-08, 0.9682860970497131, 0.04018928110599518, 0.969397783279419, 1.0, 1.0, 1.0, 1.0, 0.7328541874885559, 0.9022701978683472, 0.727827787399292, 0.7675161957740784, 0.32863736152648926, 0.9384866952896118, 0.98780757188797, 0.6748819351196289, 0.1487606316804886, 0.3405247926712036, 0.07327261567115784, 0.8196315169334412, 0.9999978542327881, 1.0, 0.0016398481093347073, 1.0, 0.9946717619895935, 0.9966377019882202, 2.6281518257363492e-17, 0.009761463850736618, 8.49457283038646e-05, 4.5813411725837035e-15, 5.4643911425955594e-05, 0.999910831451416, 1.0, 0.0018499785801395774, 1.5672266044930439e-06, 2.832129553098639e-07, 2.3498106781320532e-17, 1.0, 7.981107716415293e-20, 1.0, 0.8910650014877319, 0.7767505049705505, 0.8765972852706909, 0.45632439851760864, 0.2844083607196808, 0.10801291465759277, 0.32514578104019165, 0.7724475860595703, 3.028824302475641e-09, 0.002370005939155817, 0.9999998807907104, 0.9950010180473328, 2.759079961833777e-06, 1.0, 1.3558489442289101e-08, 1.0]",0100111101011111111101110001110111000001100001011110000100110101,0100111101011111111100111101110111000001100001011111111100110101
"[0.8362548351287842, 0.17705348134040833, 0.7822244763374329, 1.0659334505824184e-14, 0.9998252987861633, 1.0, 0.9996284246444702, 0.999875545501709, 1.598701233245306e-13, 0.9999898672103882, 1.2266946214367636e-05, 0.9999508857727051, 1.0, 1.0, 1.0, 0.9986627101898193, 0.6214658617973328, 0.8633045554161072, 0.5791128873825073, 0.7393738627433777, 0.39120233058929443, 0.7188407182693481, 0.4846353828907013, 0.2499195635318756, 0.2594616115093231, 0.8364154696464539, 0.09370746463537216, 0.2981564700603485, 0.0002781595685519278, 0.9999998807907104, 0.9994995594024658, 1.0, 0.9998080134391785, 0.999835729598999, 7.305366943701538e-15, 0.00015960665768943727, 0.9998806715011597, 2.800173287687002e-13, 0.9999328851699829, 0.0001383497001370415, 1.0, 0.803157389163971, 0.999997615814209, 0.23818640410900116, 2.2419914503472166e-13, 1.0, 9.421364830830331e-17, 1.0, 0.4048677980899811, 0.8514556288719177, 0.09766209870576859, 0.6390589475631714, 0.22227700054645538, 0.5401362180709839, 0.8302103281021118, 0.19815051555633545, 0.04295104369521141, 0.5586744546890259, 0.9572830200195312, 0.08285468816757202, 0.9997419714927673, 1.0, 1.0554830663991877e-12, 1.0]",1010111101011111111101000100011111001010111001010101011001101101,1010111101011111111111100110011111001010111001011001011000101101
